train__pr-q4-9yr__mertic,train__pr-q4-9yr__ampl,test__pr-q3-9yr__mertic,test__pr-q3-9yr__ampl
0.0016859819879755378,0.8111914396286011,0.0006471648230217397,0.04757196828722954
0.00027948865317739546,0.09434300661087036,0.000750795821659267,0.26222920417785645
0.0001366371870972216,0.10150034725666046,0.0005512904026545584,0.09911451488733292
0.0005260122707113624,0.13234789669513702,0.00014027190627530217,0.05435112491250038
0.0005349232815206051,0.35088294744491577,0.00018408293544780463,0.1672811359167099
0.0006538184243254364,0.2579682469367981,0.0001877622853498906,0.1572427600622177
0.0005245912470854819,0.43890684843063354,0.0001451313291909173,0.03770275413990021
0.0009606683743186295,0.47629183530807495,0.00011572865332709625,0.047273218631744385
0.0008987540495581925,0.2650797367095947,0.0004341538005974144,0.10719169676303864
0.0004659533151425421,0.07272525131702423,0.00020517705706879497,0.26281633973121643
0.0019170212326571345,0.6399803161621094,0.00018734237528406084,0.15524040162563324
0.001063774572685361,0.28370559215545654,0.0004997433279640973,0.20302589237689972
0.00017411760927643627,0.12887641787528992,0.00027152145048603415,0.1508692055940628
0.0003750471514649689,0.2593575417995453,0.0001696938998065889,0.028569839894771576
0.00021809509780723602,0.0591614656150341,9.537570440443233e-05,0.03322695568203926
0.0014837621711194515,0.6421919465065002,0.0006639216444455087,0.2743207812309265
0.0007562122773379087,0.2988886833190918,0.0005419444642029703,0.16957618296146393
0.00016536990005988628,0.06838200241327286,0.00017263609333895147,0.035243045538663864
0.0003613471635617316,0.09086067974567413,0.00027134292759001255,0.19939616322517395
0.0029820443596690893,0.8183864951133728,0.0005847347201779485,0.24212680757045746
0.00013793123071081936,0.07524431496858597,0.0004568641306832433,0.04198059067130089
0.00013346588821150362,0.07556329667568207,0.00024905483587644994,0.11162542551755905
0.0002471850602887571,0.1286981701850891,0.000156343390699476,0.03138791024684906
0.00032323526102118194,0.17773695290088654,0.00013032738934271038,0.11038388311862946
0.0006761965923942626,0.10248710215091705,0.0002811966114677489,0.06396162509918213
0.0004825423238798976,0.315077006816864,0.0006308373413048685,0.04087401181459427
0.0019823741167783737,0.5205737352371216,0.00011209371587028727,0.03968397527933121
0.0005038453382439911,0.15803374350070953,0.00033420365070924163,0.043132610619068146
0.0008041120017878711,0.23118945956230164,0.00010662111162673682,0.03560860455036163
0.0009331519831903279,0.3888033330440521,0.00015595088189002126,0.04800591617822647
0.00043153780279681087,0.4165874123573303,0.0003030570806004107,0.09245277941226959
0.0007888226537033916,0.30080661177635193,0.00022910968982614577,0.03355337306857109
0.00045106589095667005,0.0907956212759018,0.0001926609838847071,0.12653620541095734
0.000127606195746921,0.0485091432929039,0.0005768038681708276,0.32040831446647644
0.0007884682854637504,0.2602476179599762,0.00025847344659268856,0.10019837319850922
0.000558729050680995,0.07963749021291733,0.00016441965999547392,0.2569628953933716
0.0005632441607303917,0.3177087903022766,0.0002914222131948918,0.16698823869228363
0.0005147591582499444,0.21315954625606537,0.0003535217547323555,0.13405075669288635
0.0008255186257883906,0.15500977635383606,0.000363173516234383,0.18741728365421295
0.0012430950300768018,0.2717800438404083,0.00016564683755859733,0.021329781040549278
0.0006876413244754076,0.305200457572937,0.0005808496498502791,0.3272673189640045
0.00033996085403487086,0.07059609889984131,0.00013168730947654694,0.05061117187142372
0.0003407520125620067,0.12112720310688019,0.00016364495968446136,0.0905127301812172
0.00024261977523565292,0.062029775232076645,0.00010681837011361495,0.05285986512899399
0.000350888934917748,0.09523645788431168,0.00017028121510520577,0.07402408123016357
0.0006135320872999728,0.14158175885677338,0.0005956924869678915,0.5243545174598694
0.00027507395134307444,0.24311497807502747,0.0003340391267556697,0.2903221845626831
0.0008189541404135525,0.2179817110300064,0.0005475046928040683,0.4986349046230316
0.0016655083745718002,0.35786792635917664,6.980774196563289e-05,0.07223137468099594
0.0007469920092262328,0.7063241004943848,0.00011101620475528762,0.04416314885020256
0.0004508557030931115,0.12385794520378113,0.0004644766740966588,0.09861622750759125
0.0017370088025927544,0.44122686982154846,0.000866373477037996,0.7325233221054077
0.0007207072339951992,0.3916904032230377,0.0003330207255203277,0.07202126085758209
0.0017813933081924915,0.5347605347633362,6.85966806486249e-05,0.030401237308979034
0.00023245345801115036,0.061977144330739975,0.00013401075557339936,0.08265510946512222
0.000733018561732024,0.1965019702911377,0.00031499905162490904,0.1469353288412094
0.0004388420202303678,0.09830198436975479,0.0002373167808400467,0.04805675521492958
0.00026347057428210974,0.08984048664569855,0.0002120365243172273,0.23093955218791962
0.001627270714379847,0.6311745643615723,0.0002943065483123064,0.031229538843035698
0.0006267495336942375,0.17880412936210632,8.494878420606256e-05,0.04068797081708908
0.0005899734678678215,0.4475364089012146,0.0002756662725005299,0.28353065252304077
0.00028347596526145935,0.0696391612291336,7.175115752033889e-05,0.023930158466100693
0.0006252374150790274,0.04036775231361389,0.0005286510568112135,0.17839303612709045
0.0008794142049737275,0.7122812271118164,0.0013258922845125198,0.3011472523212433
0.0006078545702621341,0.2879300117492676,0.0002512873033992946,0.09467269480228424
0.0020236072596162558,0.6097135543823242,0.00032103771809488535,0.19988678395748138
0.0010597443906590343,0.4046054184436798,0.00012751689064316452,0.0932495966553688
0.0009733074111863971,0.26398181915283203,0.00021136959549039602,0.07401935756206512
0.0005912150372751057,0.10766393691301346,0.00018888832710217685,0.035481952130794525
0.00041822524508461356,0.04662622511386871,0.0002646682842168957,0.2291286438703537
0.0005392750026658177,0.09722532331943512,0.0002322918298887089,0.04619746282696724
0.000909658323507756,0.5658970475196838,0.0004056718316860497,0.5871273279190063
0.0005466360016725957,0.11232209950685501,0.00030899993726052344,0.037312451750040054
0.0010921765351668,0.46525412797927856,0.00041762067121453583,0.48133546113967896
0.002374839736148715,0.3456667959690094,0.0003182158980052918,0.18318937718868256
0.0007556710042990744,0.19870024919509888,0.00012939475709572434,0.058509957045316696
0.002085478277876973,0.18550153076648712,0.00035227133776061237,0.11926618218421936
0.001862218719907105,0.19595687091350555,0.0007009622058831155,0.15705379843711853
0.0003710697637870908,0.10223250836133957,0.00019080963102169335,0.05945456400513649
0.0003028939536307007,0.10689112544059753,0.00031931098783388734,0.2805386781692505
0.0013288750778883696,0.6079424619674683,5.7589404605096206e-05,0.052286673337221146
0.0015093801775947213,0.2075372040271759,0.0009737744112499058,0.2777401804924011
0.000687984807882458,0.11805669963359833,0.00010590803140075877,0.07745156437158585
0.0008037227671593428,0.2740820348262787,0.000253800448263064,0.09779467433691025
0.0002153287932742387,0.11814705282449722,0.0002648075169418007,0.04764192923903465
0.0003625506942626089,0.0699915736913681,0.00034050611429847777,0.18563604354858398
0.0003693609614856541,0.14951622486114502,0.00048119615530595183,0.4721796214580536
0.001473745098337531,0.429301381111145,0.00012012578372377902,0.0428466834127903
0.000570541771594435,0.07602165639400482,0.00013450162077788264,0.2003839612007141
0.00034526633680798113,0.09200646728277206,0.0004269735363777727,0.3162713050842285
0.0024514433462172747,0.29633593559265137,0.00020896659407299012,0.03421070799231529
0.0014794280286878347,0.38971826434135437,0.00015544537745881826,0.04816383495926857
0.0032252452801913023,0.4909101724624634,0.0005561604630202055,0.30550020933151245
0.0009579322068020701,0.0779242292046547,0.0004243313451297581,0.1023525819182396
0.0008635357953608036,0.20615918934345245,0.00031230784952640533,0.11125874519348145
0.0015566536458209157,0.2607536315917969,0.0003118519962299615,0.08650483936071396
0.0024120183661580086,0.44997164607048035,0.0012223710073158145,0.38168731331825256
0.0008859382360242307,0.13633151352405548,0.00040841358713805676,0.2125166952610016
0.0012303702533245087,0.2374018430709839,0.00014103413559496403,0.07479636371135712
0.00301473680883646,0.41702795028686523,0.00021502404706552625,0.06330767273902893
0.0027588829398155212,0.370383083820343,0.00025791890220716596,0.17574547231197357
0.004114367533475161,0.34745824337005615,0.001194682321511209,0.5144968032836914
0.00040388834895566106,0.04338742047548294,0.0001703975722193718,0.04880564287304878
0.0009075095877051353,0.2743440866470337,0.0004580895183607936,0.6008251309394836
0.00016996361955534667,0.042290881276130676,0.0005741683416999876,0.6120955944061279
0.00019770924700424075,0.20243039727210999,0.00025377923157066107,0.05704164505004883
0.00012842373689636588,0.04447651281952858,0.0002453305060043931,0.0565541572868824
0.0005426863208413124,0.05571663752198219,0.00011853480100398883,0.06045090779662132
0.00015268466086126864,0.046313341706991196,0.0001498305209679529,0.06384420394897461
0.0003096403961535543,0.09963686019182205,0.00030908556072972715,0.09313733875751495
0.00040339675615541637,0.06762567162513733,0.0009995814180001616,0.6250554919242859
0.00043822996667586267,0.21924924850463867,0.0002013591001741588,0.05948762968182564
0.00030516539118252695,0.14499202370643616,0.0004936385666951537,0.04609375447034836
