train__pr-q4-9yr__mertic,train__pr-q4-9yr__ampl,test__pr-q3-9yr__mertic,test__pr-q3-9yr__ampl
0.0013224936556071043,0.8111914396286011,0.00048507636529393494,0.04757196828722954
0.00020343443611636758,0.09434300661087036,0.00012751227768603712,0.26222920417785645
0.0002145325270248577,0.10150034725666046,0.00019610968593042344,0.09911451488733292
0.0005381378578022122,0.13234789669513702,0.00019534285820554942,0.05435112491250038
0.0005622133612632751,0.35088294744491577,0.00019265353330411017,0.1672811359167099
0.0008075826335698366,0.2579682469367981,0.00013979675713926554,0.1572427600622177
0.0009249030845239758,0.43890684843063354,0.000490031554363668,0.03770275413990021
0.001126157701946795,0.47629183530807495,0.0003654585452750325,0.047273218631744385
0.0013329962966963649,0.2650797367095947,0.00021201555500738323,0.10719169676303864
0.000382648257073015,0.07272525131702423,0.00035953772021457553,0.26281633973121643
0.0008474064525216818,0.6399803161621094,0.0002385319530731067,0.15524040162563324
0.00040347513277083635,0.28370559215545654,0.0002467584563419223,0.20302589237689972
0.0004401401965878904,0.12887641787528992,0.0003104823117610067,0.1508692055940628
0.0002783798554446548,0.2593575417995453,0.0001532125606900081,0.028569839894771576
0.0002594393736217171,0.0591614656150341,0.00036886133602820337,0.03322695568203926
0.0007053103181533515,0.6421919465065002,0.0005547923501580954,0.2743207812309265
0.0013997110072523355,0.2988886833190918,0.0003598108305595815,0.16957618296146393
0.0003318789240438491,0.06838200241327286,0.00033838613308034837,0.035243045538663864
0.00040672955219633877,0.09086067974567413,0.00018486504268366843,0.19939616322517395
0.0024250114802271128,0.8183864951133728,0.00045782639062963426,0.24212680757045746
0.0003763344429899007,0.07524431496858597,0.00029547399026341736,0.04198059067130089
0.00038193288492038846,0.07556329667568207,0.00030268923728726804,0.11162542551755905
0.00031747890170663595,0.1286981701850891,0.00022172606259118766,0.03138791024684906
0.0003078941663261503,0.17773695290088654,0.00018464667664375156,0.11038388311862946
0.0005291018169373274,0.10248710215091705,0.000134174624690786,0.06396162509918213
0.0005979796405881643,0.315077006816864,0.00015955469280015677,0.04087401181459427
0.0013670301996171474,0.5205737352371216,0.00024819441023282707,0.03968397527933121
0.0012325820280238986,0.15803374350070953,0.000300581130431965,0.043132610619068146
0.0006015409016981721,0.23118945956230164,0.00017041072715073824,0.03560860455036163
0.000937643286306411,0.3888033330440521,0.00044829645776189864,0.04800591617822647
0.0008215001435019076,0.4165874123573303,0.00030523259192705154,0.09245277941226959
0.0005524693406186998,0.30080661177635193,0.00036148939398117363,0.03355337306857109
