train__pr-q4-9yr__mertic,train__pr-q4-9yr__ampl,train__pr-q4-9yr__energy,test__sddata_9yr__mertic,test__sddata_9yr__ampl,test__sddata_9yr__energy
0.0012749781599268317,0.8111914396286011,18.76569938659668,0.0005222614854574203,0.03194267302751541,0.0
0.00017495198699180037,0.09434300661087036,31.0939998626709,0.0011387618724256754,0.662964403629303,0.0
0.0003421601140871644,0.10150034725666046,12.177399635314941,0.00027684285305440426,0.03502002730965614,0.0
0.00024064579338300973,0.13234789669513702,16.63599967956543,0.0019598391372710466,0.5392365455627441,0.0
0.0005344031960703433,0.35088294744491577,19.641199111938477,0.00048332737060263753,0.027880394831299782,0.0
0.000777152890805155,0.2579682469367981,26.763399124145508,0.0001773250405676663,0.07431194186210632,0.0
0.0014442956307902932,0.43890684843063354,19.715099334716797,0.0005719992914237082,0.03505375608801842,0.0
0.0011483172420412302,0.47629183530807495,21.561899185180664,0.0003959310124628246,0.4753490388393402,0.0
0.00045217343722470105,0.2650797367095947,26.64550018310547,0.0002844478585757315,0.033721085637807846,0.0
0.00038424209924414754,0.07272525131702423,21.895700454711914,0.0007824618369340897,0.2745300233364105,0.0
0.0010621469700708985,0.6399803161621094,19.95159912109375,0.0004150340100750327,0.07838994264602661,0.0
0.0002878705854527652,0.28370559215545654,21.608299255371094,0.0003238330828025937,0.09495262801647186,0.0
0.00026438693748787045,0.12887641787528992,19.995100021362305,0.0002109123597620055,0.17122910916805267,0.0
0.0016049861442297697,0.2593575417995453,16.545299530029297,0.00011319971963530406,0.08079686760902405,0.0
0.0002906162990257144,0.0591614656150341,19.96489906311035,0.00023355447046924382,0.04459187760949135,0.0
0.0008189263171516359,0.6421919465065002,22.533300399780273,0.0005624257028102875,0.2495652288198471,0.0
0.0005993981030769646,0.2988886833190918,23.0044002532959,0.0008891016477718949,0.6091699004173279,0.0
0.00034583720844238997,0.06838200241327286,24.047800064086914,0.00020549386681523174,0.2674747109413147,0.0
0.0003372348437551409,0.09086067974567413,19.702499389648438,0.00022736952814739197,0.15563997626304626,0.0
0.003462351392954588,0.8183864951133728,24.48979949951172,0.00020242345635779202,0.06626760959625244,0.0
0.0003345041477587074,0.07524431496858597,22.659500122070312,0.0003677262575365603,0.2252414971590042,0.0
0.0008000273955985904,0.07556329667568207,22.710100173950195,0.0004137977957725525,0.10333536565303802,0.0
0.0006205769022926688,0.1286981701850891,25.899200439453125,0.00036401947727426887,0.1073821559548378,0.0
0.0004017786995973438,0.17773695290088654,22.316099166870117,0.001370367594063282,0.764117956161499,0.0
0.000529843382537365,0.10248710215091705,19.002500534057617,0.0005490867770276964,0.31706473231315613,0.0
0.000281170301605016,0.315077006816864,20.68910026550293,0.0005313738365657628,0.3768412470817566,0.0
0.0012674645986407995,0.5205737352371216,22.613399505615234,0.00047772543621249497,0.04604601114988327,0.0
0.0004585395217873156,0.15803374350070953,21.27079963684082,0.00021069067588541657,0.07158393412828445,0.0
0.0009644599631428719,0.23118945956230164,22.863800048828125,0.0003820272977463901,0.3647633194923401,0.0
0.0006009141798131168,0.3888033330440521,23.896499633789062,0.0007443068316206336,0.058967310935258865,0.0
0.0008333962759934366,0.4165874123573303,11.681699752807617,0.0005217658472247422,0.3341880142688751,0.0
0.000352643575752154,0.30080661177635193,17.99169921875,0.0011485462309792638,0.274347722530365,0.0
0.00047150245518423617,0.0907956212759018,15.523900032043457,0.0013730066129937768,0.5487347841262817,0.0
0.0005678966408595443,0.0485091432929039,16.64080047607422,0.00021266758267302066,0.20169870555400848,0.0
0.0006143875070847571,0.2602476179599762,25.29800033569336,0.0005086649325676262,0.22858956456184387,0.0
0.00035271261003799736,0.07963749021291733,20.91230010986328,0.0005270313704386353,0.03848843649029732,0.0
0.0004292345547582954,0.3177087903022766,24.759700775146484,0.0005903416313230991,0.0553336925804615,0.0
0.0005465206340886652,0.21315954625606537,23.01059913635254,0.0005183671019040048,0.05981071665883064,0.0
0.0006451234803535044,0.15500977635383606,18.486299514770508,0.0005728992400690913,0.024486619979143143,0.0
0.0005284360377117991,0.2717800438404083,21.94529914855957,0.00047571578761562705,0.4857178032398224,0.0
0.0005538566620089114,0.305200457572937,20.6476993560791,0.000207410121220164,0.18817053735256195,0.0
0.00040275586070492864,0.07059609889984131,19.70199966430664,0.001155999256297946,0.336681067943573,0.0
0.00043990660924464464,0.12112720310688019,25.190000534057617,0.00043034812551923096,0.13669931888580322,0.0
0.00039852611371316016,0.062029775232076645,20.064699172973633,0.0009020372526720166,0.2856166362762451,0.0
0.000320100603858009,0.09523645788431168,13.231800079345703,0.0006852567894384265,0.06321348994970322,0.0
0.0008871297468431294,0.14158175885677338,17.747499465942383,0.00027667710673995316,0.1405065953731537,0.0
0.00041291298111900687,0.24311497807502747,16.33639907836914,0.00035867627593688667,0.05140654742717743,0.0
0.000651328475214541,0.2179817110300064,32.19390106201172,0.0002120721183018759,0.03312653303146362,0.0
0.0021315335761755705,0.35786792635917664,31.14590072631836,0.00025813374668359756,0.05531158298254013,0.0
0.0010182587429881096,0.7063241004943848,26.92919921875,0.0013329694047570229,0.5830405950546265,0.0
0.00043499638559296727,0.12385794520378113,31.43630027770996,0.00022504680964630097,0.31834545731544495,0.0
0.00048686619265936315,0.44122686982154846,27.768299102783203,0.00014882435789331794,0.0630703791975975,0.0
0.0009294295450672507,0.3916904032230377,16.539499282836914,0.000268499949015677,0.23056966066360474,0.0
0.0006491854437626898,0.5347605347633362,28.43320083618164,0.00044605458970181644,0.20116682350635529,0.0
0.00047041394282132387,0.061977144330739975,25.1343994140625,0.0008693792624399066,0.3381737172603607,0.0
0.0006183204823173583,0.1965019702911377,20.072999954223633,0.0002791627193801105,0.05972890555858612,0.0
0.0005534957745112479,0.09830198436975479,18.923200607299805,0.00045630059321410954,0.21329006552696228,0.0
0.0002442424593027681,0.08984048664569855,15.90470027923584,0.0003526880173012614,0.041247669607400894,0.0
0.0023768432438373566,0.6311745643615723,31.674400329589844,0.0009620421333238482,0.09177841246128082,0.0
0.0007166787981987,0.17880412936210632,26.787599563598633,0.000730626517906785,0.025398865342140198,0.0
0.0006487963837571442,0.4475364089012146,32.82889938354492,0.0014733263524249196,0.5707690119743347,0.0
0.0004214182554278523,0.0696391612291336,23.255399703979492,0.0006803969736211002,0.026628898456692696,0.0
0.0005209590308368206,0.04036775231361389,23.53499984741211,0.00041769203380681574,0.2808789014816284,0.0
0.0007561218226328492,0.7122812271118164,28.962799072265625,0.0001976996281882748,0.07176122814416885,0.0
0.0012411714997142553,0.2879300117492676,24.929800033569336,0.0003693108737934381,0.13561184704303741,0.0
0.0015576313016936183,0.6097135543823242,54.01449966430664,0.0002811620070133358,0.1566818505525589,0.0
0.0007555647753179073,0.4046054184436798,53.864601135253906,0.00024356688663829118,0.05432780459523201,0.0
0.0013018595054745674,0.26398181915283203,55.937198638916016,7.978050416568294e-05,0.09544006735086441,0.0
0.0005344199598766863,0.10766393691301346,47.339698791503906,0.00017217984714079648,0.06503064930438995,0.0
0.0003978395543526858,0.04662622511386871,47.26390075683594,0.0005790544091723859,0.3208658695220947,0.0
0.0003515091084409505,0.09722532331943512,51.8760986328125,0.00031127381953410804,0.30892014503479004,0.0
0.001947107375599444,0.5658970475196838,49.989498138427734,0.00036629170062951744,0.1526072770357132,0.0
0.00021084111358504742,0.11232209950685501,48.212398529052734,0.001112629077397287,0.6505172848701477,0.0
0.0029285938944667578,0.46525412797927856,55.08319854736328,0.00024914450477808714,0.0500677265226841,0.0
0.0008624760084785521,0.3456667959690094,50.00090026855469,0.0004051887954119593,0.024747183546423912,0.0
0.0014924455899745226,0.19870024919509888,51.70399856567383,0.000884314882569015,0.3447413742542267,0.0
0.0014630095101892948,0.18550153076648712,49.514801025390625,0.0006770166219212115,0.2900216281414032,0.0
0.0011375292669981718,0.19595687091350555,56.7140007019043,0.0004409720131661743,0.035481952130794525,0.0
0.000521179405041039,0.10223250836133957,46.79389953613281,0.0005688779638148844,0.06687309592962265,0.0
0.0007550130249001086,0.10689112544059753,59.731300354003906,0.0003197735350113362,0.10042162984609604,0.0
0.0033159470185637474,0.6079424619674683,58.78990173339844,0.00044602766865864396,0.08025108277797699,0.0
0.0007189289317466319,0.2075372040271759,37.1421012878418,0.00044652106589637697,0.10487701743841171,0.0
0.0004574509512167424,0.11805669963359833,59.01789855957031,0.0004077943158335984,0.05439389497041702,0.0
0.0007881757919676602,0.2740820348262787,66.94580078125,0.00019098116899840534,0.20202845335006714,0.0
0.0003741994732990861,0.11814705282449722,30.068899154663086,0.00046945372014306486,0.11576967686414719,0.0
0.0007940200157463551,0.0699915736913681,55.287200927734375,0.00020738774037454277,0.07633715867996216,0.0
0.0003723030677065253,0.14951622486114502,41.100399017333984,0.0003617563925217837,0.08064167201519012,0.0
0.002308445982635021,0.429301381111145,69.99330139160156,0.00047235548845492303,0.14405612647533417,0.0
