train__pr-q4-9yr__mertic,train__pr-q4-9yr__ampl,test__sddata_9yr__mertic,test__sddata_9yr__ampl
0.00011699100286932662,0.0573047511279583,9.263260290026665e-05,0.02513531781733036
0.0015733656473457813,0.14093905687332153,0.0006908776704221964,0.26808544993400574
0.0004375612479634583,0.06883878260850906,0.00022578211792279035,0.1532818078994751
0.0002852648904081434,0.2343679517507553,0.0004209303588140756,0.13341321051120758
0.00014385615941137075,0.03666788339614868,0.00045956604299135506,0.03694246709346771
0.0002141264412784949,0.10362724214792252,0.0001141136308433488,0.17434591054916382
0.0007071870495565236,0.3709636330604553,0.00010607447620714083,0.10709866136312485
0.00010795253911055624,0.03365679457783699,0.0006709032459184527,0.5556511282920837
0.0015738623915240169,0.3436359167098999,0.00019338660058565438,0.18337219953536987
0.0001256309769814834,0.039965640753507614,0.00014085294969845563,0.06517079472541809
0.0006908360519446433,0.04177333042025566,0.0008443004335276783,0.48694610595703125
0.00012046642950735986,0.040016014128923416,0.0003312447224743664,0.40245321393013
8.229282684624195e-05,0.04674730822443962,0.00012743620027322322,0.03689688816666603
0.001193852280266583,0.7857500314712524,0.00019806437194347382,0.06976085901260376
0.00032500477391295135,0.08553361147642136,0.0002083174476865679,0.07155407965183258
0.00018453600932843983,0.059510260820388794,0.0012654069578275084,0.6304247379302979
0.0003711341414600611,0.05065229907631874,0.0001630691986065358,0.1130409836769104
0.0015779394889250398,0.2669728100299835,0.00025367262423969805,0.06534216552972794
0.00025290323537774384,0.06840640306472778,0.00013389356900006533,0.060568660497665405
0.0004417182644829154,0.5424503684043884,0.0001836567826103419,0.04964204132556915
0.000489114027004689,0.16510841250419617,0.00039541759178973734,0.03229794278740883
0.0008108899346552789,0.2187570035457611,0.0003179079794790596,0.03960826247930527
0.0003444473841227591,0.14348818361759186,0.0006067954818718135,0.4528294503688812
0.0001978282380150631,0.17307427525520325,0.0001668023323873058,0.13561184704303741
0.0002914986398536712,0.2281237095594406,0.00018372794147580862,0.1011490449309349
0.00017983338329941034,0.2578846514225006,0.0007925921236164868,0.0232822485268116
0.00023162491561379284,0.04858165979385376,7.216641097329557e-05,0.024730071425437927
0.00032477363129146397,0.20358793437480927,0.0004184544668532908,0.6043022871017456
0.00017643006867729127,0.16828283667564392,0.0004273973172530532,0.04353175684809685
0.0001628991449251771,0.04220752418041229,0.0002141695294994861,0.07604751735925674
0.00017577377730049193,0.039063598960638046,0.0002753612061496824,0.452079713344574
0.0003200299106538296,0.025438277050852776,0.00010785293125081807,0.04582701623439789
0.0004718335112556815,0.03828377649188042,0.00042113650124520063,0.11026216298341751
0.00016209638852160424,0.12120672315359116,0.0004180653195362538,0.09183743596076965
0.0003434157988522202,0.609203040599823,0.0008087742025963962,0.4189862608909607
0.00020471078460104764,0.14736402034759521,0.0003722361580003053,0.226339653134346
0.0005375028122216463,0.04362349584698677,0.0008103885920718312,0.4351342022418976
0.00028659726376645267,0.043739382177591324,9.532440890325233e-05,0.04162322357296944
0.001500762882642448,0.25455254316329956,0.0004332433454692364,0.5692011117935181
0.0005777375772595406,0.05475112050771713,0.00013419929018709809,0.16589023172855377
0.0012257809285074472,0.6068987846374512,0.0009348610183224082,0.24239598214626312
0.00021962239407002926,0.06036011129617691,0.00013169833982829005,0.08266118913888931
0.00018763041589409113,0.057395339012145996,0.0001082659000530839,0.12474606186151505
0.00034875262645073235,0.39285382628440857,0.00019513294682838023,0.0892564132809639
0.0005239202873781323,0.058950696140527725,0.00015286492998711765,0.07439284771680832
0.0004133536131121218,0.2753719687461853,0.0008957833051681519,0.7662782669067383
0.0006819599075242877,0.2198108583688736,0.00037785383756272495,0.3818569779396057
0.00037914971471764147,0.5404262542724609,0.00012892451195511967,0.1582859456539154
0.0010716686956584454,0.1450098752975464,0.00039571902016177773,0.4024714529514313
0.00015789808821864426,0.04029048979282379,0.0002127418265445158,0.03502025827765465
0.0008748774416744709,0.28456854820251465,0.0002426329010631889,0.05029219388961792
0.00015366988372989,0.03390619158744812,0.0006700328667648137,0.03502002730965614
0.0002870913885999471,0.09770649671554565,0.0005482526612468064,0.22648005187511444
0.000697647628840059,0.19658194482326508,0.00020799812045879662,0.04726724699139595
0.000357546319719404,0.20048965513706207,0.0004170161846559495,0.08930540084838867
0.001387769472785294,0.3220055103302002,0.0003318761882837862,0.25242745876312256
0.0002139462885679677,0.06058986112475395,0.0004942292580381036,0.07512344419956207
0.00012546470679808408,0.1433950960636139,0.00016457536548841745,0.1503291130065918
0.00013809739903081208,0.05670971795916557,0.0008381254156120121,0.1748923659324646
0.0003069586236961186,0.17205092310905457,0.00017735784058459103,0.0796729326248169
0.00030579077429138124,0.16441963613033295,0.0009203887893818319,0.1495037078857422
0.00015461254224646837,0.10050185024738312,0.000689671840518713,0.3603856563568115
0.0013129657600075006,0.6586987972259521,0.0019103686790913343,0.35179898142814636
0.00012161662016296759,0.0492108017206192,0.0002809626457747072,0.042447254061698914
0.0007080521318130195,0.3333956301212311,0.0007945463294163346,0.5863586068153381
0.00030445674201473594,0.08643542230129242,0.00029718352016061544,0.03851715102791786
0.00020512983610387892,0.06816919893026352,0.0005871468456462026,0.4215568006038666
0.00036527912016026676,0.05425594002008438,0.00018117655417881906,0.06493311375379562
0.0011702532647177577,0.1782228797674179,0.00027832441264763474,0.292357474565506
0.00012549117673188448,0.06546443700790405,0.0003304817946627736,0.20304709672927856
0.0004480697098188102,0.18214751780033112,0.0003300808893982321,0.19373548030853271
0.00013112604210618883,0.04667162895202637,0.00034920498728752136,0.1367371380329132
0.0005506786401383579,0.20438629388809204,0.0003675788175314665,0.19663965702056885
0.003965448122471571,0.6436083912849426,0.00011853210889967158,0.07610175758600235
0.00039593642577528954,0.062302447855472565,0.0011089604813605547,0.5687294602394104
5.405656702350825e-05,0.07013163715600967,0.00032255088444799185,0.1773013323545456
0.00027023666189052165,0.03380927816033363,0.00037698150845244527,0.18502071499824524
0.0004091156297363341,0.09249532967805862,0.0005834012408740819,0.042143482714891434
0.00024198069877456874,0.17133729159832,0.00040396908298134804,0.06120924651622772
0.00013477496395353228,0.06203858554363251,0.0009665713296271861,0.16854850947856903
0.0002825739502441138,0.0795023962855339,0.000953873444814235,0.18298865854740143
0.0003578873001970351,0.050382114946842194,0.00029917637584730983,0.21772287786006927
0.0004918156773783267,0.1720215529203415,0.0003746644069906324,0.2328042984008789
0.0007844508509151638,0.045988716185092926,0.00015259299834724516,0.03891435265541077
0.0010078854393213987,0.6458109617233276,0.00016621628310531378,0.028127195313572884
0.000562124012503773,0.31838876008987427,0.00013219482207205147,0.06503064930438995
0.0003843841841444373,0.3181922435760498,0.0006283870316110551,0.2107156366109848
0.00012261368101462722,0.08549294620752335,0.00014591355284210294,0.06279168277978897
0.000156023379531689,0.09846960753202438,0.0003782818967010826,0.12099304050207138
0.00020220634178258479,0.08307056874036789,0.0017851368756964803,0.5944462418556213
0.00010097098129335791,0.04217950999736786,0.00018949843070004135,0.17193077504634857
0.0001506321132183075,0.18586952984333038,0.00035183544969186187,0.14825603365898132
0.0007243797299452126,0.24522042274475098,0.0004144393897149712,0.05607522651553154
0.00010664770525181666,0.04571989178657532,0.0005322038196027279,0.038597140461206436
0.0006416173418983817,0.03351243957877159,0.00017979915719479322,0.15805624425411224
0.00042755072354339063,0.06904367357492447,0.0002757610927801579,0.06662926077842712
0.0010738442651927471,0.16607844829559326,0.00010892815771512687,0.07283684611320496
0.0006543595809489489,0.45828720927238464,0.0002906759618781507,0.0909564271569252
0.0003300811513327062,0.10488282889127731,0.00086265365825966,0.5408021807670593
0.00033408147282898426,0.06813779473304749,0.0005629000952467322,0.03404263034462929
0.0003794052463490516,0.26941484212875366,0.0004014228470623493,0.5083444714546204
0.00018405081937089562,0.0229430440813303,0.0005003020050935447,0.22043311595916748
0.0005621240707114339,0.48415109515190125,0.00012066050840076059,0.0560389906167984
0.0003016429836861789,0.24455401301383972,0.0014172624796628952,0.9055455923080444
0.0007592679467052221,0.16196449100971222,0.0003498289152048528,0.037388209253549576
7.922761869849637e-05,0.07093586027622223,0.0005351707222871482,0.10179942101240158
0.0006293691112659872,0.20179878175258636,0.0004508335259743035,0.28311899304389954
0.00018537738651502877,0.04681643843650818,0.0005766883259639144,0.47308385372161865
0.0002415170893073082,0.2271932065486908,0.0002975512470584363,0.07079476863145828
0.0005846517160534859,0.027247346937656403,0.0004436673189047724,0.135318323969841
0.001036522095091641,0.2080477625131607,0.00035147619200870395,0.028754107654094696
0.0008746259263716638,0.6787930727005005,0.0002746469108387828,0.09329407662153244
0.0010062857763841748,0.056906476616859436,0.00024711323203518987,0.07437825947999954
0.0003763933782465756,0.172455295920372,0.0005197608261369169,0.06926269829273224
0.00031147972913458943,0.2005845308303833,7.503570668632165e-05,0.03934824466705322
0.00017854290490504354,0.042343512177467346,0.00021669217676389962,0.06462842971086502
0.0002682434569578618,0.14501868188381195,0.00034394566318951547,0.1365363746881485
0.0005779796629212797,0.37502992153167725,0.0008100041886791587,0.6188823580741882
0.0002507443423382938,0.034167561680078506,0.0007684088195674121,0.6145228743553162
0.0007514077587984502,0.573878288269043,0.00027283080271445215,0.24811361730098724
0.0009203036897815764,0.47091081738471985,0.0001731762895360589,0.02908157743513584
0.0009271240560337901,0.4573429226875305,0.0001550938468426466,0.13459615409374237
0.0010693082585930824,0.42027419805526733,0.00035346084041520953,0.019580211490392685
0.0008565112366341054,0.1521245241165161,0.00013238450628705323,0.05653008818626404
0.0005583406309597194,0.1255391240119934,0.000359161727828905,0.6960487365722656
0.00043112601269967854,0.3609560430049896,0.00029859141795895994,0.42792391777038574
0.0003666880074888468,0.11187729239463806,0.00015706592239439487,0.03714141249656677
0.0005220480961725116,0.06247051805257797,0.00013281134306453168,0.03408478945493698
0.0003096424916293472,0.06242014095187187,0.00046303446288220584,0.0472731776535511
0.0001864675577962771,0.07739380747079849,0.00017064060375560075,0.06629358232021332
0.00023714533017482609,0.04024214670062065,0.001900022616609931,0.7632952928543091
0.00024911752552725375,0.09439654648303986,0.0010397379519417882,0.4388578236103058
0.00012848047481384128,0.07417013496160507,0.0003437937702983618,0.5383819937705994
0.0009275123011320829,0.5674445033073425,0.00017773525905795395,0.07688772678375244
0.000698452815413475,0.29187658429145813,0.00016952859004959464,0.04522334784269333
0.00011280623584752902,0.05602703243494034,0.0001882325013866648,0.0815889909863472
0.00038935718475840986,0.06290200352668762,0.0004120965604670346,0.33397382497787476
0.00012292894825804979,0.05772244930267334,0.00011066035222029313,0.09792036563158035
0.0005521266721189022,0.1683923900127411,0.00026178531697951257,0.055791281163692474
0.0014320139307528734,0.4774349331855774,0.0009299246012233198,0.44525912404060364
0.0004529367433860898,0.13485996425151825,9.133416460826993e-05,0.12268530577421188
0.0001609342434676364,0.0806703269481659,0.0005860463134013116,0.031038880348205566
0.00037156144389882684,0.2738719582557678,9.258244972443208e-05,0.018831860274076462
0.0012060676235705614,0.6732199788093567,0.00029046001145616174,0.182810440659523
0.0005878611118532717,0.0804859921336174,0.0006548425881192088,0.42061108350753784
0.0001957980275619775,0.027516469359397888,7.909927080618218e-05,0.02162112668156624
0.0002561611763667315,0.03599333018064499,0.0008380108629353344,0.05325993523001671
0.0008852285100147128,0.7751912474632263,0.0006987078231759369,0.4377138316631317
0.00014676142018288374,0.034465983510017395,0.00035280961310490966,0.2934490442276001
0.0036789134610444307,0.5437538623809814,0.0003060010203626007,0.11291337013244629
0.0001406535302521661,0.043284181505441666,0.00016438330931123346,0.051350031048059464
0.00017429933359380811,0.059314172714948654,0.000609217444434762,0.20438410341739655
0.001887619262561202,0.4705289900302887,0.0002670317771844566,0.10833995044231415
0.00016277504619210958,0.051819100975990295,0.00017954400391317904,0.0766356885433197
0.00015296469791792333,0.03565221279859543,0.0006264838157221675,0.0934697762131691
0.00036138732684776187,0.2621136009693146,0.00016454915748909116,0.04273826256394386
0.0005925917066633701,0.08242493122816086,0.0008900458924472332,0.6229705810546875
0.000339898862875998,0.09405610710382462,0.00029449965222738683,0.23083128035068512
9.56027943175286e-05,0.027136744931340218,0.0005674262065440416,0.3441556990146637
0.0023418040946125984,0.7534500956535339,0.0002437066286802292,0.10750886052846909
0.0002091558708343655,0.04884890094399452,8.242129842983559e-05,0.042591504752635956
0.0006782009149901569,0.37946897745132446,0.000249068601988256,0.26818573474884033
0.000403425918193534,0.1514994502067566,0.0008910379838198423,0.5350366830825806
0.001335132634267211,0.3619229197502136,0.0006853059167042375,0.6792581677436829
0.00013841896725352854,0.049017202109098434,0.0003807262110058218,0.2809814512729645
0.0005777085316367447,0.6035486459732056,0.0001844859798438847,0.09171368926763535
0.0005395573098212481,0.03642164543271065,0.0002790427824947983,0.05156310647726059
0.00033145069028250873,0.16698703169822693,0.00022380377049557865,0.059789981693029404
0.0005180160515010357,0.5885982513427734,0.0005007151630707085,0.09235427528619766
0.00029084208654239774,0.16616497933864594,0.00040220009395852685,0.15075160562992096
0.000649266701657325,0.6114439964294434,0.0002312310243723914,0.033418912440538406
0.0002894086646847427,0.12502135336399078,0.0012326808646321297,0.24953562021255493
0.0002019479579757899,0.044914767146110535,0.00012077523570042104,0.08079686760902405
0.00012300936214160174,0.05480759218335152,0.00018351369362790138,0.07357382774353027
0.0003037227434106171,0.014546270482242107,0.0007835167925804853,0.2026626467704773
0.00022950080165173858,0.24081753194332123,0.0006451347726397216,0.017659734934568405
0.000270413001999259,0.07938786596059799,0.00010200279211858287,0.12161128222942352
0.00045183018664829433,0.03173501789569855,0.0002137219998985529,0.054330311715602875
0.0006707569118589163,0.09134931117296219,0.0003189960843883455,0.0576348677277565
0.00029901627567596734,0.07244603335857391,0.0008426324347965419,0.5142444372177124
0.00012165492080384865,0.03347267955541611,0.0001372299448121339,0.08322270214557648
0.0006602975772693753,0.6428583860397339,0.0005552919465117157,0.5564601421356201
0.00013847356603946537,0.030495477840304375,0.0002356753684580326,0.16542671620845795
0.00019783026073127985,0.044557835906744,0.00019240238179918379,0.022712217643857002
0.002106688218191266,0.6744353175163269,0.0008296096930280328,0.49081331491470337
0.0002757550391834229,0.08943025022745132,0.0009955374989658594,0.5426502823829651
0.0005452900659292936,0.05268295854330063,0.0005211769603192806,0.6896405816078186
0.0001656627282500267,0.06413860619068146,8.202120807254687e-05,0.022479455918073654
0.0001663384900894016,0.05824993923306465,0.0003607781254686415,0.2442418485879898
0.0004673912189900875,0.5742464661598206,0.00039478394319303334,0.03194267302751541
0.0004615438519977033,0.16788749396800995,0.0003300155221950263,0.0645044595003128
0.0013526796828955412,0.4850546717643738,0.001917954650707543,0.6352627277374268
0.00029567707679234445,0.1275695562362671,5.99821942159906e-05,0.04885629191994667
0.0002734446607064456,0.1756715029478073,0.00020940708054695278,0.05403520166873932
0.00010367106006015092,0.05279139429330826,0.0002211725659435615,0.10307170450687408
0.00011843210813822225,0.03819861263036728,0.00011930578330066055,0.06600987166166306
0.0001653060462558642,0.18709641695022583,0.000299801176879555,0.2126547247171402
0.00012691525625996292,0.05315826088190079,0.000386540952604264,0.07633715867996216
0.00012929739023093134,0.11758162081241608,0.00019374270050320774,0.07111699879169464
0.00015158249880187213,0.044018376618623734,0.0006224436801858246,0.020477600395679474
0.000765050295740366,0.5514029860496521,0.0005674383719451725,0.5338152050971985
0.0007274050731211901,0.3076334297657013,7.991620805114508e-05,0.08092174679040909
5.706588854081929e-05,0.03428616374731064,0.00023381799110211432,0.024729546159505844
0.00010773778194561601,0.03426650911569595,0.00011696397268678993,0.09871204197406769
0.0001429638941772282,0.06283332407474518,0.00038198751281015575,0.2148289680480957
0.0002718936011660844,0.15029311180114746,0.0008423891849815845,0.04401305317878723
0.00012683760724030435,0.06132292374968529,0.0006892030942253768,0.12374816089868546
0.0002188079379266128,0.01662628911435604,0.00010701936116674915,0.031538404524326324
0.00014059426030144095,0.03469957038760185,0.00033376869396306574,0.1395317018032074
9.096075518755242e-05,0.03840825334191322,6.923309410922229e-05,0.03758510202169418
0.0009489661315456033,0.5609362125396729,0.0001049082275130786,0.059832364320755005
0.00016087069525383413,0.027348417788743973,0.0005135532119311392,0.3746786117553711
9.282051905756816e-05,0.027226679027080536,0.0011667065555229783,0.2385401725769043
0.0006022030720487237,0.18647223711013794,0.0002055457152891904,0.25943949818611145
0.0007141583482734859,0.27808961272239685,0.00029942646506242454,0.15464068949222565
0.0001890974526759237,0.05343093350529671,0.0003344861906953156,0.09982845187187195
0.0001502286468166858,0.04284254088997841,0.00010670414485502988,0.12253991514444351
0.00034475151915103197,0.023531323298811913,0.0008616384002380073,0.7237891554832458
0.0009021068690344691,0.7908848524093628,0.000561048393137753,0.20698153972625732
0.00016917787434067577,0.03226657211780548,0.00016429364040959626,0.06680814921855927
0.0003983796632383019,0.21861040592193604,0.0001505503460066393,0.06221285089850426
0.0005442497204057872,0.2789615988731384,0.0002549419004935771,0.06924150139093399
0.0009328395244665444,0.40110841393470764,0.00038564129499718547,0.3988093435764313
0.00030524766771122813,0.4751555323600769,0.00022511280258186162,0.09216239303350449
0.0002951222413685173,0.030773568898439407,0.00022410204110201448,0.043197907507419586
4.5655386202270165e-05,0.11546308547258377,0.0008763172081671655,0.030942711979150772
0.0004113922477699816,0.5247010588645935,0.00011428574362071231,0.10819046199321747
0.0002710468543227762,0.09126120805740356,0.0013145911507308483,0.4902321994304657
0.00016455513832625002,0.25853976607322693,0.0003275097697041929,0.14393192529678345
0.0009081587777473032,0.4462713301181793,0.00020617624977603555,0.041315577924251556
0.00022228213492780924,0.13041505217552185,0.0001945503754541278,0.04201951250433922
0.0004555925552267581,0.19173899292945862,7.50062899896875e-05,0.06763879209756851
9.715803753351793e-05,0.051945604383945465,0.00014449289301410317,0.05774630978703499
0.00040308001916855574,0.33916527032852173,0.0004281326837372035,0.36767342686653137
0.0002497145615052432,0.4026084244251251,0.001510936301201582,0.5582239627838135
0.0013017505407333374,0.3730487525463104,0.00020838328055106103,0.07524695247411728
0.0007492561708204448,0.18954229354858398,0.0004963719984516501,0.8296826481819153
0.0003641975054051727,0.17906776070594788,0.00022109795827418566,0.06298036873340607
0.0005957548273727298,0.023517249152064323,0.0006152715068310499,0.3381737172603607
0.0002383025421295315,0.0779949352145195,0.0003115798463113606,0.07988440990447998
0.00019472494022920728,0.11643289774656296,0.00017252481484320015,0.09474615007638931
0.0005562100559473038,0.1474912166595459,0.0007453376892954111,0.18981793522834778
9.343137207906693e-05,0.043342918157577515,0.00029479098157025874,0.23966364562511444
0.0008264760253950953,0.2710503935813904,0.0004825660726055503,0.08248161524534225
0.0004229159967508167,0.48098161816596985,0.0005354759632609785,0.3380028009414673
0.000569937052205205,0.16928313672542572,0.0012140196049585938,0.365508496761322
8.609907672507688e-05,0.036845896393060684,0.0004960809019394219,0.1758681684732437
0.001091491081751883,0.6844632625579834,0.0003202591324225068,0.14107653498649597
0.0003219593199901283,0.15852780640125275,0.000485812226543203,0.09423068165779114
8.871430327417329e-05,0.060931652784347534,0.0018357918597757816,0.3442103862762451
0.00038695361581631005,0.059965457767248154,0.00016508440603502095,0.29021307826042175
0.00015701522352173924,0.03382554277777672,0.00014329893747344613,0.09163188934326172
9.49733512243256e-05,0.02192794159054756,0.000277058279607445,0.11154857277870178
9.001953731058165e-05,0.05402347818017006,0.00043222386739216745,0.2971658408641815
0.0020204363390803337,0.5119261145591736,0.00024217703321482986,0.2513450086116791
0.0006387048633769155,0.4419769048690796,0.0009718811488710344,0.6061162352561951
0.00045755624887533486,0.3270047903060913,0.00020991118799429387,0.036444537341594696
0.00011147365876240656,0.038884688168764114,0.00029302918119356036,0.13476571440696716
0.000334812852088362,0.09776727110147476,0.0002966675965581089,0.030521580949425697
0.0002480513066984713,0.16420072317123413,0.00023527404118794948,0.0553336925804615
0.00014781136997044086,0.2071477621793747,0.000290465890429914,0.038239818066358566
0.0004927237168885767,0.6182324290275574,0.0005385964759625494,0.23646414279937744
0.0020807762630283833,0.19717653095722198,0.0001474469609092921,0.027880394831299782
0.00017712920089252293,0.0932193472981453,0.00020723951456602663,0.0726262778043747
0.0001851352717494592,0.07739583402872086,0.00043629106949083507,0.7191289067268372
0.0001208281100844033,0.05602703243494034,0.00014130421914160252,0.04365025833249092
0.0003330328327137977,0.0648517832159996,0.00033869195613078773,0.03988445922732353
0.00016649549070280045,0.03985336422920227,0.0008515370427630842,0.42357587814331055
0.0011056646471843123,0.342377632856369,0.00016671346384100616,0.02931515872478485
0.00019369221990928054,0.11792996525764465,0.0002456384536344558,0.08752994984388351
0.00017837622726801783,0.08591177314519882,0.000561110267881304,0.30145689845085144
0.001470535877160728,0.5190579295158386,0.000741619965992868,0.040144022554159164
0.00027761279488913715,0.03493789955973625,8.159064600476995e-05,0.037077829241752625
0.0006749833701178432,0.17279505729675293,0.00010550000297371298,0.03968118876218796
0.0002514221123419702,0.24570611119270325,0.00020798329205717891,0.15291263163089752
0.00029317798907868564,0.14717766642570496,0.00019775700639002025,0.033514849841594696
0.0005498506361618638,0.2857116162776947,0.0002499437832739204,0.38348865509033203
0.0010662063723430037,0.2843584716320038,0.00045921775745227933,0.28177905082702637
0.0009241844527423382,0.5700333714485168,0.0004441244527697563,0.31456711888313293
0.0005820999504067004,0.03915531933307648,0.00012605308438651264,0.18182165920734406
0.00014279763854574412,0.03842632472515106,8.919340325519443e-05,0.03313177451491356
0.00014539062976837158,0.02900473214685917,0.00030625605722889304,0.2487129420042038
0.00010154071787837893,0.03956488519906998,0.0005685220239683986,0.023501314222812653
0.00018858305702451617,0.030987048521637917,0.0003166366368532181,0.21465075016021729
0.00010718402336351573,0.08269985765218735,0.0008674916462041438,0.5572280883789062
0.00011477868974907324,0.08287764340639114,0.000288555835140869,0.12955330312252045
0.0004496457113418728,0.3535531461238861,0.0002489397884346545,0.15597222745418549
0.0008770700078457594,0.2945399880409241,0.00010326904157409444,0.03767192363739014
