train__pr-q4-9yr__mertic,train__pr-q4-9yr__ampl,train__pr-q4-9yr__energy,test__fe-q4-9yr__mertic,test__fe-q4-9yr__ampl,test__fe-q4-9yr__energy,train__fe-q4-9yr__energy
0.0016212862683460116,0.8111914396286011,18.76569938659668,0.0004795587155967951,0.06134545058012009,,5.419260025024414
0.000234408478718251,0.09434300661087036,31.0939998626709,0.0002484765718691051,0.02574046701192856,,5.235109806060791
0.00037280924152582884,0.10150034725666046,12.177399635314941,0.0006363824941217899,0.28515195846557617,,5.0875701904296875
0.000417951843701303,0.13234789669513702,16.63599967956543,0.00024453471996821463,0.15119239687919617,,4.105740070343018
0.0004939284990541637,0.35088294744491577,19.641199111938477,0.0003428311028983444,0.09779037535190582,,7.138669967651367
0.0006542458431795239,0.2579682469367981,26.763399124145508,0.00020064647833351046,0.04525525122880936,,5.142749786376953
0.0009297694195993245,0.43890684843063354,19.715099334716797,0.0002422664110781625,0.10691651701927185,,4.860410213470459
0.0011158745037391782,0.47629183530807495,21.561899185180664,0.00041636897367425263,0.2919216752052307,,5.51255989074707
0.0017625433392822742,0.2650797367095947,26.64550018310547,0.00018609796825330704,0.05009089410305023,,4.95635986328125
0.0002632836112752557,0.07272525131702423,21.895700454711914,0.0003245650150347501,0.032098524272441864,,7.151309967041016
0.0011920630931854248,0.6399803161621094,19.95159912109375,0.0004130455490667373,0.11375336349010468,,5.9255499839782715
0.0006524866330437362,0.28370559215545654,21.608299255371094,0.00039483842556364834,0.03962291032075882,,5.646830081939697
0.0002195350534748286,0.12887641787528992,19.995100021362305,0.00046896570711396635,0.23922963440418243,,5.869029998779297
0.0007100071525201201,0.2593575417995453,16.545299530029297,0.0005129142082296312,0.026522088795900345,,6.22769021987915
0.0004531514714471996,0.0591614656150341,19.96489906311035,0.00036750026629306376,0.1685962677001953,,5.686590194702148
0.00042472363566048443,0.6421919465065002,22.533300399780273,0.0003786781744565815,0.022685661911964417,,4.8170599937438965
0.0013289855560287833,0.2988886833190918,23.0044002532959,0.0006808410980738699,0.027836419641971588,,5.074039936065674
0.0004603411944117397,0.06838200241327286,24.047800064086914,0.0017157020047307014,0.45347729325294495,,4.678239822387695
0.0006213735323399305,0.09086067974567413,19.702499389648438,0.0002600339939817786,0.05666034668684006,,9.969120025634766
0.0024411752820014954,0.8183864951133728,24.48979949951172,0.0006763163837604225,0.28470298647880554,,5.354300022125244
0.0003470608207862824,0.07524431496858597,22.659500122070312,0.0006651858566328883,0.04282180219888687,,5.922929763793945
0.0002571057411842048,0.07556329667568207,22.710100173950195,0.0003585257800295949,0.3052080273628235,,4.564509868621826
0.00031514931470155716,0.1286981701850891,25.899200439453125,0.0005608245264738798,0.06323815882205963,,10.22130012512207
0.00027269948623143137,0.17773695290088654,22.316099166870117,0.0004137782088946551,0.6662459969520569,,5.525040149688721
0.0005553911323659122,0.10248710215091705,19.002500534057617,0.0005236879223957658,0.27662158012390137,,4.269979953765869
0.00046680227387696505,0.315077006816864,20.68910026550293,0.0006151788402348757,0.6272034645080566,,5.365719795227051
0.001222326303832233,0.5205737352371216,22.613399505615234,0.00029663206078112125,0.050500910729169846,,3.3355400562286377
0.0005329264677129686,0.15803374350070953,21.27079963684082,0.0005963270668871701,0.3036080300807953,,6.368989944458008
0.0008125869790092111,0.23118945956230164,22.863800048828125,0.0003266544663347304,0.05546662211418152,,9.793689727783203
0.0021230331622064114,0.3888033330440521,23.896499633789062,0.0003713591140694916,0.032859351485967636,,8.293720245361328
0.0006190995336510241,0.4165874123573303,11.681699752807617,0.0008390688453800976,0.7053216695785522,,4.186379909515381
0.0004955196054652333,0.30080661177635193,17.99169921875,0.0002907685993704945,0.2871480882167816,,4.116069793701172
0.0004276499093975872,0.0907956212759018,15.523900032043457,0.0003664787800516933,0.037282560020685196,,3.0728700160980225
0.0006605325033888221,0.0485091432929039,16.64080047607422,0.0007358281291089952,0.6354873180389404,,1.182800054550171
0.00046445580665022135,0.2602476179599762,25.29800033569336,0.00037012906977906823,0.5579788684844971,,4.884620189666748
0.0004653011274058372,0.07963749021291733,20.91230010986328,0.0007607559091411531,0.38075998425483704,,4.7559099197387695
0.0007428237586282194,0.3177087903022766,24.759700775146484,0.0002927797904703766,0.20601439476013184,,4.731949806213379
0.0011695858556777239,0.21315954625606537,23.01059913635254,0.00030687544494867325,0.037729766219854355,,5.072770118713379
0.0003229460562579334,0.15500977635383606,18.486299514770508,0.0003759178798645735,0.5459821820259094,,5.234620094299316
0.0008075432269833982,0.2717800438404083,21.94529914855957,0.0004435621667653322,0.025569969788193703,,4.043710231781006
0.0005444488488137722,0.305200457572937,20.6476993560791,0.000492562132421881,0.021643660962581635,,3.114949941635132
0.0003641314397100359,0.07059609889984131,19.70199966430664,0.00056788872461766,0.023934297263622284,,6.432030200958252
0.00045332746230997145,0.12112720310688019,25.190000534057617,0.00041783301276154816,0.20123553276062012,,6.050680160522461
0.00010492085129953921,0.062029775232076645,20.064699172973633,0.00041011266876012087,0.08766638487577438,,5.930319786071777
0.0002679430472198874,0.09523645788431168,13.231800079345703,0.0006000554421916604,0.5095189809799194,,4.8132500648498535
0.0006754968198947608,0.14158175885677338,17.747499465942383,0.00046783327707089484,0.026462402194738388,,3.492919921875
0.0003870023647323251,0.24311497807502747,16.33639907836914,0.00035169569309800863,0.06418979167938232,,11.970199584960938
0.00034417715505696833,0.2179817110300064,32.19390106201172,0.0005882367258891463,0.025740424171090126,,5.11053991317749
0.0009263164829462767,0.35786792635917664,31.14590072631836,0.00038244848838075995,0.0817582830786705,,5.865970134735107
0.0009921037126332521,0.7063241004943848,26.92919921875,0.0003557894378900528,0.2361176609992981,,5.671370029449463
0.0010150815360248089,0.12385794520378113,31.43630027770996,0.0003394387022126466,0.07975222915410995,,5.399209976196289
0.0006812732899561524,0.44122686982154846,27.768299102783203,0.00037859848816879094,0.0455455407500267,,5.241600036621094
0.0009864061139523983,0.3916904032230377,16.539499282836914,0.00027442898135632277,0.07995405048131943,,10.233699798583984
0.0015440366696566343,0.5347605347633362,28.43320083618164,0.00037273979978635907,0.041799966245889664,,4.617370128631592
0.00045116234105080366,0.061977144330739975,25.1343994140625,0.0003450762014836073,0.10669951885938644,,4.040180206298828
0.0004393822164274752,0.1965019702911377,20.072999954223633,0.000238026914303191,0.09924929589033127,,5.585720062255859
0.0006578110042028129,0.09830198436975479,18.923200607299805,0.00023593538207933307,0.2343900203704834,,5.928579807281494
0.000449004874099046,0.08984048664569855,15.90470027923584,0.0002551281650085002,0.05528857558965683,,8.167140007019043
0.0018478395650163293,0.6311745643615723,31.674400329589844,0.0003890128282364458,0.12461287528276443,,6.425049781799316
0.00041544687701389194,0.17880412936210632,26.787599563598633,0.00047593648196198046,0.4146966338157654,,5.3371500968933105
0.0004933390882797539,0.4475364089012146,32.82889938354492,0.0003809496993198991,0.01814393885433674,,3.949320077896118
0.0006423662998713553,0.0696391612291336,23.255399703979492,0.00038051657611504197,0.0222279354929924,,4.152659893035889
0.0004011146374978125,0.04036775231361389,23.53499984741211,0.0004566995776258409,0.03184080868959427,,3.420650005340576
0.0010575804626569152,0.7122812271118164,28.962799072265625,0.0005239917081780732,0.7971816062927246,,6.354619979858398
0.0012325698044151068,0.2879300117492676,24.929800033569336,0.0005556955002248287,0.018557274714112282,,6.158689975738525
0.0035547262523323298,0.6097135543823242,54.01449966430664,0.00040944688953459263,0.050424762070178986,,5.274069786071777
0.0008789771236479282,0.4046054184436798,53.864601135253906,0.0002780402428470552,0.05018596723675728,,5.956349849700928
0.0011755659943446517,0.26398181915283203,55.937198638916016,0.0004899502382613719,0.14614635705947876,,5.17225980758667
0.0006041963351890445,0.10766393691301346,47.339698791503906,0.0003458864812273532,0.03394787758588791,,8.538260459899902
0.0004516931949183345,0.04662622511386871,47.26390075683594,0.0009005035390146077,0.41269171237945557,,5.141709804534912
0.00041400123154744506,0.09722532331943512,51.8760986328125,0.00011830587754957378,0.08806142956018448,,6.899569988250732
0.001354613108560443,0.5658970475196838,49.989498138427734,0.00015464697207789868,0.3190379738807678,,4.702479839324951
0.00047547995927743614,0.11232209950685501,48.212398529052734,0.00045294896699488163,0.4996196925640106,,5.064789772033691
0.0017290028044953942,0.46525412797927856,55.08319854736328,0.0007523910608142614,0.6016849279403687,,4.155429840087891
0.0018567480146884918,0.3456667959690094,50.00090026855469,0.00030586766661144793,0.07495643198490143,,3.6094601154327393
0.0007037596078589559,0.19870024919509888,51.70399856567383,0.0002811706508509815,0.09818322211503983,,4.487800121307373
0.0005561239668168128,0.18550153076648712,49.514801025390625,0.0004876729508396238,0.1025441512465477,,4.574950218200684
0.0006205538520589471,0.19595687091350555,56.7140007019043,0.0003831655194517225,0.03084009699523449,,4.1367998123168945
0.00041485080146230757,0.10223250836133957,46.79389953613281,0.0003556220035534352,0.07312116771936417,,4.710760116577148
0.0005539807607419789,0.10689112544059753,59.731300354003906,0.00026539230020716786,0.41960668563842773,,3.793869972229004
0.0027174248825758696,0.6079424619674683,58.78990173339844,0.0002504354633856565,0.2902512550354004,,5.4977898597717285
0.00035535593633539975,0.2075372040271759,37.1421012878418,0.0005273679853416979,0.0962909534573555,,3.4926700592041016
0.0008759176707826555,0.11805669963359833,59.01789855957031,0.0006713990587741137,0.506213366985321,,5.055930137634277
0.0008005513809621334,0.2740820348262787,66.94580078125,0.0004080541548319161,0.03085748665034771,,6.90880012512207
