train__pr-q4-9yr__mertic,train__pr-q4-9yr__ampl,train__pr-q4-9yr__energy,test__sddata_9yr__mertic,test__sddata_9yr__ampl,test__sddata_9yr__energy,test__fe-q4-9yr__mertic,test__fe-q4-9yr__ampl,test__fe-q4-9yr__energy,test__pr-q3-9yr__mertic,test__pr-q3-9yr__ampl,test__pr-q3-9yr__energy
0.0008908858289942145,0.8111914396286011,18.76569938659668,0.00010930443386314437,0.043220240622758865,0.0,0.0005620895535685122,0.2667398750782013,1.197219967842102,0.0001286391488974914,0.06122994422912598,1.6326600313186646
0.00024203948851209134,0.09434300661087036,31.0939998626709,0.00021785877470392734,0.04746847227215767,0.0,0.0004173165652900934,0.4871256351470947,1.198490023612976,0.0004041358770336956,0.2953815162181854,2.459980010986328
0.0002953633083961904,0.10150034725666046,12.177399635314941,0.00032898594508878887,0.10457643121480942,0.0,0.00012547182268463075,0.06251540780067444,1.9330899715423584,8.881522808223963e-05,0.05171302333474159,2.1731700897216797
0.00039290677523240447,0.13234789669513702,16.63599967956543,0.0003028006467502564,0.24447885155677795,0.0,0.00010288532212143764,0.029866233468055725,3.0699899196624756,0.00032337073935195804,0.22060444951057434,5.931940078735352
0.0010076300241053104,0.35088294744491577,19.641199111938477,0.0008200755110010505,0.21167755126953125,0.0,0.00048180908197537065,0.02995118498802185,2.4497299194335938,0.001882470678538084,0.7676957845687866,4.691659927368164
0.0007089685532264411,0.2579682469367981,26.763399124145508,0.00024744373513385653,0.032251227647066116,0.0,7.492573058698326e-05,0.03168477490544319,3.2542099952697754,0.00023661843442823738,0.13668279349803925,3.854259967803955
0.0009455244289711118,0.43890684843063354,19.715099334716797,0.0010166681604459882,0.7438772320747375,0.0,9.985756332753226e-05,0.05236918479204178,1.5666199922561646,0.0004766457714140415,0.05490115284919739,4.097559928894043
0.000643051287624985,0.47629183530807495,21.561899185180664,0.00026304792845621705,0.036600638180971146,0.0,0.0005511794006451964,0.3746570944786072,3.7501299381256104,0.00010833224951056764,0.029206927865743637,3.843640089035034
0.0005817626370117068,0.2650797367095947,26.64550018310547,0.0002061208215309307,0.22033627331256866,0.0,0.000207134333322756,0.10841615498065948,2.270519971847534,0.0002824214461725205,0.09660936146974564,3.2593600749969482
0.0007362783071585,0.07272525131702423,21.895700454711914,0.00023158849216997623,0.4051331579685211,0.0,0.00022572011221200228,0.20389236509799957,2.295949935913086,0.00031187135027721524,0.15276695787906647,2.9917800426483154
0.0011953826760873199,0.6399803161621094,19.95159912109375,0.0007959976210258901,0.7947912812232971,0.0,0.00022355260443873703,0.11341641843318939,1.7079600095748901,0.00011005393753293902,0.060638751834630966,2.567739963531494
0.0006612602155655622,0.28370559215545654,21.608299255371094,0.00026895260089077055,0.05436016619205475,0.0,0.00018156541045755148,0.1828971952199936,1.6010600328445435,0.00010456114978296682,0.047849565744400024,2.5004899501800537
0.00031335107632912695,0.12887641787528992,19.995100021362305,0.0005137803382240236,0.06567123532295227,0.0,0.0003619701019488275,0.2871744930744171,2.2772700786590576,0.00011435852502472699,0.12862451374530792,3.029639959335327
0.0002192323881899938,0.2593575417995453,16.545299530029297,5.1035785872954875e-05,0.036264050751924515,0.0,9.179545304505154e-05,0.04015550762414932,2.148129940032959,0.00019646693544927984,0.04893499240279198,5.128439903259277
0.00017731520347297192,0.0591614656150341,19.96489906311035,0.00029072302277199924,0.38266822695732117,0.0,0.00016576489724684507,0.24743428826332092,2.7014598846435547,0.0002585823240224272,0.07466880977153778,2.381150007247925
0.0007128395955078304,0.6421919465065002,22.533300399780273,0.00020589225459843874,0.07862421125173569,0.0,0.00011902825644938275,0.040905989706516266,8.369020462036133,0.00017589716298971325,0.257493793964386,2.726140022277832
0.0004345971392467618,0.2988886833190918,23.0044002532959,0.00023109932953957468,0.08272340893745422,0.0,0.00021231258870102465,0.24194763600826263,4.487279891967773,0.0003472123062238097,0.1547749638557434,2.9359500408172607
