train__pr-q4-9yr__mertic,train__pr-q4-9yr__ampl,train__pr-q4-9yr__energy,test__sddata_9yr__mertic,test__sddata_9yr__ampl,test__sddata_9yr__energy,train__sddata_9yr__energy
0.0009842587169259787,0.8111914396286011,18.76569938659668,0.0003196510369889438,0.03194267302751541,,0.0
0.00024485867470502853,0.09434300661087036,31.0939998626709,0.0006588963442482054,0.662964403629303,,0.0
0.0003337473317515105,0.10150034725666046,12.177399635314941,0.00028994365129619837,0.03502002730965614,,0.0
0.0007936883484944701,0.13234789669513702,16.63599967956543,0.0007841177866794169,0.5392365455627441,,0.0
0.0004692023794632405,0.35088294744491577,19.641199111938477,0.0005590838845819235,0.027880394831299782,,0.0
0.0003910306841135025,0.2579682469367981,26.763399124145508,0.0003329944156575948,0.07431194186210632,,0.0
0.0006288118893280625,0.43890684843063354,19.715099334716797,0.0003531528636813164,0.03505375608801842,,0.0
0.0024943489115685225,0.47629183530807495,21.561899185180664,0.0007343427278101444,0.4753490388393402,,0.0
0.0008491789340041578,0.2650797367095947,26.64550018310547,0.0003269324661232531,0.033721085637807846,,0.0
0.00018692243611440063,0.07272525131702423,21.895700454711914,0.0004507006669882685,0.2745300233364105,,0.0
0.001505531370639801,0.6399803161621094,19.95159912109375,0.0002564140304457396,0.07838994264602661,,0.0
0.0007411655387841165,0.28370559215545654,21.608299255371094,0.00029971401090733707,0.09495262801647186,,0.0
0.00019283696019556373,0.12887641787528992,19.995100021362305,0.0003557673771865666,0.17122910916805267,,0.0
0.00043106297380290926,0.2593575417995453,16.545299530029297,0.0002572718367446214,0.08079686760902405,,0.0
0.0006736948853358626,0.0591614656150341,19.96489906311035,0.0002769300190266222,0.04459187760949135,,0.0
0.0005197892896831036,0.6421919465065002,22.533300399780273,0.0005988668999634683,0.2495652288198471,,0.0
0.0005508945905603468,0.2988886833190918,23.0044002532959,0.0005706516676582396,0.6091699004173279,,0.0
0.0004316560516599566,0.06838200241327286,24.047800064086914,0.0002806016418617219,0.2674747109413147,,0.0
0.00026958854869008064,0.09086067974567413,19.702499389648438,0.0003581444325391203,0.15563997626304626,,0.0
0.00275655766017735,0.8183864951133728,24.48979949951172,0.00043103969073854387,0.06626760959625244,,0.0
0.0003706894058268517,0.07524431496858597,22.659500122070312,0.00046825301251374185,0.2252414971590042,,0.0
0.00021968549117445946,0.07556329667568207,22.710100173950195,0.00036300558713264763,0.10333536565303802,,0.0
0.0004141535609960556,0.1286981701850891,25.899200439453125,0.0002217353758169338,0.1073821559548378,,0.0
0.00024928204948082566,0.17773695290088654,22.316099166870117,0.0012480642180889845,0.764117956161499,,0.0
0.0008044189307838678,0.10248710215091705,19.002500534057617,0.0006119213066995144,0.31706473231315613,,0.0
0.0006025342736393213,0.315077006816864,20.68910026550293,0.0005790239083580673,0.3768412470817566,,0.0
0.0007399304886348546,0.5205737352371216,22.613399505615234,0.0005417141946963966,0.04604601114988327,,0.0
0.0005363107775337994,0.15803374350070953,21.27079963684082,0.00019511947175487876,0.07158393412828445,,0.0
0.0009530700044706464,0.23118945956230164,22.863800048828125,0.00038871000288054347,0.3647633194923401,,0.0
0.001214957912452519,0.3888033330440521,23.896499633789062,0.0003077507426496595,0.058967310935258865,,0.0
0.0003573392750695348,0.4165874123573303,11.681699752807617,0.00031063452479429543,0.3341880142688751,,0.0
0.0006688263383693993,0.30080661177635193,17.99169921875,0.0003412149380892515,0.274347722530365,,0.0
0.0005162251181900501,0.0907956212759018,15.523900032043457,0.0027673966251313686,0.5487347841262817,,0.0
0.0008704231004230678,0.0485091432929039,16.64080047607422,0.0003884943143930286,0.20169870555400848,,0.0
0.0005102872382849455,0.2602476179599762,25.29800033569336,0.000602947548031807,0.22858956456184387,,0.0
0.0002445838472340256,0.07963749021291733,20.91230010986328,0.00037101167254149914,0.03848843649029732,,0.0
0.00033157484722323716,0.3177087903022766,24.759700775146484,0.0005468972376547754,0.0553336925804615,,0.0
0.0007360337185673416,0.21315954625606537,23.01059913635254,0.0002917872916441411,0.05981071665883064,,0.0
0.0010137002682313323,0.15500977635383606,18.486299514770508,0.00034625601256266236,0.024486619979143143,,0.0
0.000826374685857445,0.2717800438404083,21.94529914855957,0.000619933067355305,0.4857178032398224,,0.0
0.0006513620028272271,0.305200457572937,20.6476993560791,0.0003941265167668462,0.18817053735256195,,0.0
0.00022393238032236695,0.07059609889984131,19.70199966430664,0.0019877012819051743,0.336681067943573,,0.0
0.0003794170916080475,0.12112720310688019,25.190000534057617,0.0005404736730270088,0.13669931888580322,,0.0
0.0002537101099733263,0.062029775232076645,20.064699172973633,0.00034733861684799194,0.2856166362762451,,0.0
0.00035365758230909705,0.09523645788431168,13.231800079345703,0.0005067685851827264,0.06321348994970322,,0.0
0.0006204009405337274,0.14158175885677338,17.747499465942383,0.0004639951803255826,0.1405065953731537,,0.0
0.0006302919937297702,0.24311497807502747,16.33639907836914,0.00030373508343473077,0.05140654742717743,,0.0
0.0005363700329326093,0.2179817110300064,32.19390106201172,0.00031573305022902787,0.03312653303146362,,0.0
0.00048328362754546106,0.35786792635917664,31.14590072631836,0.00040744838770478964,0.05531158298254013,,0.0
0.0007900306954979897,0.7063241004943848,26.92919921875,0.0010946361580863595,0.5830405950546265,,0.0
0.00039443597779609263,0.12385794520378113,31.43630027770996,0.00018577935406938195,0.31834545731544495,,0.0
0.0009704434778541327,0.44122686982154846,27.768299102783203,0.00017559195111971349,0.0630703791975975,,0.0
0.000814757077023387,0.3916904032230377,16.539499282836914,0.0003594438312575221,0.23056966066360474,,0.0
0.001131339929997921,0.5347605347633362,28.43320083618164,0.0004156729846727103,0.20116682350635529,,0.0
0.00048616333515383303,0.061977144330739975,25.1343994140625,0.0006207287078723311,0.3381737172603607,,0.0
0.0006767493323422968,0.1965019702911377,20.072999954223633,0.00026113417698070407,0.05972890555858612,,0.0
0.00048359096399508417,0.09830198436975479,18.923200607299805,0.0006791234482079744,0.21329006552696228,,0.0
0.00039947929326444864,0.08984048664569855,15.90470027923584,0.0002639727317728102,0.041247669607400894,,0.0
0.0015689210267737508,0.6311745643615723,31.674400329589844,0.0004915945464745164,0.09177841246128082,,0.0
0.0013466447126120329,0.17880412936210632,26.787599563598633,0.0005178835708647966,0.025398865342140198,,0.0
0.0008084873552434146,0.4475364089012146,32.82889938354492,0.0008437105570919812,0.5707690119743347,,0.0
0.00035870770807377994,0.0696391612291336,23.255399703979492,0.00033377972431480885,0.026628898456692696,,0.0
0.00047210941556841135,0.04036775231361389,23.53499984741211,0.0004141156387049705,0.2808789014816284,,0.0
0.0010960191721096635,0.7122812271118164,28.962799072265625,0.00047766341594979167,0.07176122814416885,,0.0
0.0005444007692858577,0.2879300117492676,24.929800033569336,0.00026965420693159103,0.13561184704303741,,0.0
0.0017731908010318875,0.6097135543823242,54.01449966430664,0.0002601809683255851,0.1566818505525589,,0.0
0.0007880759076215327,0.4046054184436798,53.864601135253906,0.0001528847642475739,0.05432780459523201,,0.0
0.001086674863472581,0.26398181915283203,55.937198638916016,0.00019713981600943953,0.09544006735086441,,0.0
0.00035385991213843226,0.10766393691301346,47.339698791503906,0.0003031284431926906,0.06503064930438995,,0.0
0.00030228920513764024,0.04662622511386871,47.26390075683594,0.0002984573657158762,0.3208658695220947,,0.0
0.000724255049135536,0.09722532331943512,51.8760986328125,0.00023430061992257833,0.30892014503479004,,0.0
0.00216085696592927,0.5658970475196838,49.989498138427734,0.00028125446988269687,0.1526072770357132,,0.0
0.0003857730480376631,0.11232209950685501,48.212398529052734,0.0003294702328275889,0.6505172848701477,,0.0
0.0010614730417728424,0.46525412797927856,55.08319854736328,0.0003141734632663429,0.0500677265226841,,0.0
0.0014515576185658574,0.3456667959690094,50.00090026855469,0.0005490455077961087,0.024747183546423912,,0.0
0.00028019119054079056,0.19870024919509888,51.70399856567383,0.0018390124896541238,0.3447413742542267,,0.0
0.0005784050445072353,0.18550153076648712,49.514801025390625,0.0010646440787240863,0.2900216281414032,,0.0
0.0007665222510695457,0.19595687091350555,56.7140007019043,0.00038049014983698726,0.035481952130794525,,0.0
0.0009088050574064255,0.10223250836133957,46.79389953613281,0.0004178372328169644,0.06687309592962265,,0.0
0.00072517927037552,0.10689112544059753,59.731300354003906,0.00023221403534989804,0.10042162984609604,,0.0
0.00287548266351223,0.6079424619674683,58.78990173339844,0.00020362046780064702,0.08025108277797699,,0.0
0.00043745958828367293,0.2075372040271759,37.1421012878418,0.00027610425604507327,0.10487701743841171,,0.0
0.0004473100998438895,0.11805669963359833,59.01789855957031,0.0005752929137088358,0.05439389497041702,,0.0
0.0013421260518953204,0.2740820348262787,66.94580078125,0.0003716562350746244,0.20202845335006714,,0.0
0.00024382639094255865,0.11814705282449722,30.068899154663086,0.00021588028175756335,0.11576967686414719,,0.0
0.0006527966470457613,0.0699915736913681,55.287200927734375,0.00024262188526336104,0.07633715867996216,,0.0
0.0009119425085373223,0.14951622486114502,41.100399017333984,0.00022323153098113835,0.08064167201519012,,0.0
0.001137425540946424,0.429301381111145,69.99330139160156,0.00029746058862656355,0.14405612647533417,,0.0
0.000665335392113775,0.07602165639400482,57.471500396728516,0.00032742408802732825,0.28226444125175476,,0.0
0.0005389384459704161,0.09200646728277206,50.347900390625,0.0004119194927625358,0.07357382774353027,,0.0
0.0015336456708610058,0.29633593559265137,133.27000427246094,0.00035463503445498645,0.12429691106081009,,0.0
0.0007679708069190383,0.38971826434135437,122.73400115966797,0.0006934520206414163,0.3476058840751648,,0.0
0.0025148331187665462,0.4909101724624634,108.06700134277344,0.0004541625385172665,0.026809748262166977,,0.0
0.0005383354728110135,0.0779242292046547,56.04100036621094,0.0003049167280551046,0.2875741720199585,,0.0
0.0009300652309320867,0.20615918934345245,108.44999694824219,0.0002711476990953088,0.135318323969841,,0.0
0.001539135118946433,0.2607536315917969,82.69999694824219,0.00017227216449100524,0.05375148355960846,,0.0
0.0019757759291678667,0.44997164607048035,89.85420227050781,0.0003278417862020433,0.032874949276447296,,0.0
0.00119939842261374,0.13633151352405548,117.33200073242188,0.00031514273723587394,0.04201951250433922,,0.0
0.0009995287982746959,0.2374018430709839,184.2519989013672,0.0005646522622555494,0.1320342868566513,,0.0
0.0034034280106425285,0.41702795028686523,165.33799743652344,0.00010553761967457831,0.11042191088199615,,0.0
0.005436225328594446,0.370383083820343,332.4960021972656,0.0002602944150567055,0.08803585916757584,,0.0
0.005018624477088451,0.34745824337005615,485.73699951171875,0.00018777877266984433,0.08354698121547699,,0.0
0.0006537549197673798,0.04338742047548294,3.459559917449951,0.0005850680754519999,0.7606768608093262,,0.0
0.0004707854532171041,0.2743440866470337,1.5250699520111084,0.00028901943005621433,0.06341402977705002,,0.0
0.00025464867940172553,0.042290881276130676,1.2463500499725342,0.0005766209214925766,0.03714983910322189,,0.0
0.0003207334957551211,0.20243039727210999,2.115230083465576,0.0002887880546040833,0.7201589345932007,,0.0
0.0004468932456802577,0.04447651281952858,1.525230050086975,0.0001286706537939608,0.18182165920734406,,0.0
0.0005049395840615034,0.05571663752198219,3.2046899795532227,0.00028634665068238974,0.05549890547990799,,0.0
0.0006307096336968243,0.046313341706991196,2.6698100566864014,0.00011829690629383549,0.03324868157505989,,0.0
0.0004360058519523591,0.09963686019182205,2.004699945449829,0.0001495995675213635,0.11316153407096863,,0.0
0.0004330738156568259,0.06762567162513733,1.9278899431228638,0.0002519863483030349,0.03731847554445267,,0.0
