iter	Passed	Remaining
1670	16529	82391
1671	16541	82390
1672	16552	82386
1673	16563	82381
1674	16573	82373
1675	16583	82363
1676	16593	82353
1677	16603	82342
1678	16612	82330
1679	16621	82318
1680	16630	82303
1681	16640	82290
1682	16649	82276
1683	16658	82261
1684	16666	82245
1685	16675	82231
1686	16684	82218
1687	16694	82204
1688	16702	82189
1689	16712	82176
1690	16721	82162
1691	16730	82149
1692	16739	82136
1693	16749	82125
1694	16761	82124
1695	16771	82115
1696	16781	82108
1697	16791	82096
1698	16802	82092
1699	16811	82080
1700	16821	82069
1701	16830	82056
1702	16839	82044
1703	16861	82091
1704	16870	82078
1705	16880	82067
1706	16889	82055
1707	16899	82043
1708	16908	82030
1709	16917	82014
1710	16926	82001
1711	16935	81987
1712	16945	81976
1713	16954	81964
1714	16964	81953
1715	16976	81952
1716	16986	81942
1717	16995	81932
1718	17005	81922
1719	17015	81914
1720	17025	81903
1721	17035	81894
1722	17047	81892
1723	17056	81879
1724	17065	81865
1725	17074	81851
1726	17083	81838
1727	17093	81825
1728	17102	81813
1729	17111	81799
1730	17121	81788
1731	17130	81775
1732	17139	81762
1733	17149	81751
1734	17159	81741
1735	17168	81729
1736	17178	81718
1737	17188	81709
1738	17198	81700
1739	17207	81687
1740	17216	81674
1741	17225	81659
1742	17235	81650
1743	17245	81637
1744	17255	81629
1745	17264	81616
1746	17274	81606
1747	17283	81594
1748	17293	81581
1749	17302	81570
1750	17311	81556
1751	17320	81542
1752	17330	81529
1753	17339	81515
1754	17348	81503
1755	17357	81487
1756	17366	81475
1757	17376	81465
1758	17385	81451
1759	17394	81437
1760	17403	81426
1761	17412	81411
1762	17422	81400
1763	17432	81390
1764	17442	81381
1765	17452	81374
1766	17463	81367
1767	17472	81355
1768	17483	81346
1769	17493	81339
1770	17503	81328
1771	17512	81318
1772	17523	81310
1773	17533	81303
1774	17544	81296
1775	17553	81284
1776	17563	81273
1777	17572	81259
1778	17581	81247
1779	17591	81237
1780	17600	81222
1781	17609	81210
1782	17618	81195
1783	17627	81182
1784	17636	81168
1785	17646	81159
1786	17656	81148
1787	17666	81138
1788	17677	81134
1789	17687	81124
1790	17696	81112
1791	17707	81104
1792	17716	81092
1793	17726	81082
1794	17736	81073
1795	17745	81058
1796	17754	81047
1797	17764	81036
1798	17773	81022
1799	17782	81009
1800	17791	80997
1801	17801	80985
1802	17810	80971
1803	17820	80960
1804	17828	80946
1805	17838	80936
1806	17848	80923
1807	17870	80971
1808	17882	80969
1809	17899	80992
1810	17916	81015
1811	17930	81023
1812	17943	81029
1813	17955	81026
1814	17964	81012
1815	17973	80998
1816	17981	80982
1817	17990	80969
1818	17999	80954
1819	18008	80940
1820	18017	80926
1821	18027	80913
1822	18035	80898
1823	18045	80886
1824	18054	80876
1825	18064	80864
1826	18073	80852
1827	18084	80844
1828	18095	80839
1829	18104	80828
1830	18114	80819
1831	18124	80806
1832	18133	80794
1833	18143	80783
1834	18153	80775
1835	18163	80767
1836	18173	80756
1837	18182	80744
1838	18192	80735
1839	18202	80722
1840	18211	80710
1841	18220	80695
1842	18228	80680
1843	18237	80666
1844	18246	80651
1845	18255	80637
1846	18264	80623
1847	18273	80610
1848	18283	80598
1849	18292	80585
1850	18301	80573
1851	18311	80562
1852	18320	80548
1853	18329	80537
1854	18339	80526
1855	18350	80519
1856	18360	80510
1857	18369	80499
1858	18379	80487
1859	18388	80476
1860	18398	80465
1861	18408	80454
1862	18417	80443
1863	18426	80430
1864	18436	80417
1865	18444	80402
1866	18453	80387
1867	18462	80374
1868	18472	80361
1869	18481	80349
1870	18490	80337
1871	18499	80323
1872	18508	80310
1873	18518	80299
1874	18528	80289
1875	18537	80276
1876	18546	80263
1877	18556	80253
1878	18566	80244
1879	18576	80234
1880	18586	80224
1881	18595	80209
1882	18604	80199
1883	18614	80187
1884	18624	80177
1885	18633	80165
1886	18642	80152
1887	18652	80141
1888	18661	80128
1889	18671	80117
1890	18680	80105
1891	18689	80092
1892	18698	80077
1893	18707	80063
1894	18716	80051
1895	18725	80038
1896	18734	80024
1897	18743	80010
1898	18752	79996
1899	18762	79988
1900	18771	79975
1901	18781	79964
1902	18792	79961
1903	18804	79959
1904	18815	79953
1905	18825	79942
1906	18834	79932
1907	18844	79922
1908	18854	79913
1909	18878	79960
1910	18887	79948
1911	18897	79937
1912	18906	79924
1913	18915	79911
1914	18924	79898
1915	18933	79884
1916	18942	79872
1917	18952	79859
1918	18962	79852
1919	18972	79841
1920	18981	79826
1921	18990	79814
1922	19000	79805
1923	19014	79812
1924	19033	79843
1925	19052	79872
1926	19065	79872
1927	19075	79865
1928	19086	79859
1929	19096	79850
1930	19106	79839
1931	19115	79827
1932	19125	79815
1933	19134	79802
1934	19143	79788
1935	19152	79774
1936	19161	79761
1937	19170	79747
1938	19179	79734
1939	19189	79725
1940	19198	79711
1941	19207	79699
1942	19219	79695
1943	19229	79688
1944	19240	79681
1945	19250	79672
1946	19260	79664
1947	19271	79657
1948	19281	79647
1949	19290	79635
1950	19301	79629
1951	19310	79617
1952	19319	79604
1953	19329	79593
1954	19338	79579
1955	19347	79566
1956	19356	79553
1957	19365	79540
1958	19375	79527
1959	19384	79515
1960	19394	79505
1961	19403	79493
1962	19413	79485
1963	19425	79482
1964	19435	79474
1965	19446	79466
1966	19457	79461
1967	19466	79449
1968	19476	79440
1969	19486	79428
1970	19495	79418
1971	19504	79404
1972	19513	79390
1973	19522	79377
1974	19532	79364
1975	19541	79350
1976	19550	79337
1977	19559	79325
1978	19568	79312
1979	19577	79299
1980	19586	79284
1981	19595	79270
1982	19604	79259
1983	19614	79250
1984	19624	79237
1985	19633	79227
1986	19645	79222
1987	19655	79213
1988	19665	79204
1989	19675	79195
1990	19685	79184
1991	19695	79175
1992	19704	79165
1993	19714	79153
1994	19723	79140
1995	19732	79128
1996	19741	79114
1997	19750	79100
1998	19759	79088
1999	19768	79074
2000	19777	79061
2001	19787	79051
2002	19796	79038
2003	19805	79026
2004	19814	79012
2005	19824	79002
2006	19833	78989
2007	19842	78976
2008	19854	78974
2009	19878	79020
2010	19890	79019
2011	19901	79011
2012	19911	79001
2013	19920	78990
2014	19929	78977
2015	19938	78963
2016	19947	78950
2017	19956	78937
2018	19966	78925
2019	19975	78911
2020	19984	78898
2021	19993	78886
2022	20002	78873
2023	20011	78860
2024	20021	78848
2025	20030	78834
2026	20039	78822
2027	20048	78810
2028	20059	78806
2029	20070	78798
2030	20080	78787
2031	20090	78778
2032	20100	78769
2033	20109	78759
2034	20119	78749
2035	20129	78740
2036	20139	78728
2037	20148	78716
2038	20157	78703
2039	20166	78688
2040	20175	78676
2041	20184	78662
2042	20193	78649
2043	20203	78637
2044	20212	78627
2045	20221	78613
2046	20231	78601
2047	20240	78589
2048	20250	78579
2049	20260	78569
2050	20273	78574
2051	20292	78600
2052	20310	78620
2053	20321	78615
2054	20331	78605
2055	20341	78595
2056	20351	78585
2057	20360	78572
2058	20369	78557
2059	20377	78543
2060	20386	78530
2061	20395	78517
2062	20404	78503
2063	20413	78490
2064	20422	78475
2065	20432	78465
2066	20441	78452
2067	20450	78440
2068	20460	78429
2069	20469	78416
2070	20479	78405
2071	20489	78398
2072	20499	78387
2073	20509	78377
2074	20519	78369
2075	20528	78358
2076	20538	78347
2077	20548	78338
2078	20558	78327
2079	20567	78316
2080	20582	78324
2081	20592	78313
2082	20601	78301
2083	20610	78287
2084	20619	78273
2085	20628	78261
2086	20638	78252
2087	20647	78238
2088	20656	78223
2089	20664	78210
2090	20675	78202
2091	20684	78190
2092	20693	78177
2093	20703	78165
2094	20712	78154
2095	20721	78141
2096	20731	78132
2097	20749	78150
2098	20759	78144
2099	20769	78133
2100	20780	78125
2101	20790	78116
2102	20800	78106
2103	20809	78094
2104	20818	78081
2105	20827	78067
2106	20836	78056
2107	20846	78044
2108	20855	78032
2109	20864	78019
2110	20889	78066
2111	20900	78061
2112	20910	78048
2113	20920	78039
2114	20928	78025
2115	20938	78016
2116	20950	78011
2117	20961	78005
2118	20970	77995
2119	20981	77988
2120	20991	77978
2121	21001	77968
2122	21011	77959
2123	21020	77945
2124	21029	77932
2125	21037	77917
2126	21046	77903
2127	21055	77890
2128	21064	77877
2129	21073	77863
2130	21082	77849
2131	21091	77835
2132	21100	77822
2133	21109	77810
2134	21118	77798
2135	21128	77786
2136	21138	77776
2137	21147	77765
2138	21157	77756
2139	21173	77768
2140	21187	77773
2141	21205	77792
2142	21223	77813
2143	21233	77801
2144	21242	77788
2145	21251	77777
2146	21260	77764
2147	21269	77751
2148	21279	77739
2149	21288	77727
2150	21297	77714
2151	21306	77702
2152	21315	77689
2153	21324	77674
2154	21333	77661
2155	21344	77655
2156	21353	77642
2157	21362	77630
2158	21379	77644
2159	21389	77637
2160	21399	77627
2161	21409	77617
2162	21419	77607
2163	21429	77596
2164	21439	77586
2165	21448	77573
2166	21457	77560
2167	21466	77548
2168	21475	77536
2169	21484	77523
2170	21493	77510
2171	21502	77495
2172	21511	77483
2173	21521	77472
2174	21529	77457
2175	21539	77445
2176	21548	77433
2177	21559	77427
2178	21571	77424
2179	21580	77412
2180	21592	77409
2181	21603	77404
2182	21613	77396
2183	21624	77387
2184	21634	77380
2185	21645	77371
2186	21656	77367
2187	21666	77356
2188	21676	77346
2189	21684	77333
2190	21694	77320
2191	21703	77308
2192	21712	77295
2193	21721	77283
2194	21730	77270
2195	21739	77257
2196	21748	77242
2197	21757	77230
2198	21767	77221
2199	21777	77209
2200	21787	77201
2201	21798	77194
2202	21807	77184
2203	21817	77174
2204	21827	77163
2205	21837	77154
2206	21847	77145
2207	21857	77135
2208	21867	77125
2209	21890	77162
2210	21900	77153
2211	21910	77141
2212	21919	77128
2213	21928	77116
2214	21938	77104
2215	21947	77093
2216	21956	77080
2217	21965	77066
2218	21974	77053
2219	21983	77042
2220	21993	77033
2221	22002	77019
2222	22012	77008
2223	22023	77002
2224	22035	77001
2225	22045	76991
2226	22055	76980
2227	22065	76970
2228	22074	76960
2229	22084	76949
2230	22093	76937
2231	22103	76925
2232	22111	76910
2233	22120	76896
2234	22129	76884
2235	22138	76869
2236	22147	76856
2237	22156	76843
2238	22165	76830
2239	22174	76817
2240	22183	76804
2241	22192	76793
2242	22201	76779
2243	22212	76772
2244	22221	76760
2245	22231	76752
2246	22242	76746
2247	22253	76737
2248	22262	76727
2249	22272	76715
2250	22282	76708
2251	22292	76698
2252	22302	76688
2253	22312	76677
2254	22321	76666
2255	22330	76653
2256	22340	76641
2257	22349	76628
2258	22358	76615
2259	22367	76602
2260	22376	76589
2261	22385	76576
2262	22394	76564
2263	22403	76552
2264	22412	76537
2265	22422	76527
2266	22431	76515
2267	22440	76504
2268	22449	76491
2269	22460	76482
2270	22472	76483
2271	22487	76489
2272	22499	76485
2273	22508	76474
2274	22518	76464
2275	22527	76451
2276	22537	76440
2277	22546	76429
2278	22555	76415
2279	22564	76403
2280	22573	76390
2281	22583	76378
2282	22592	76367
2283	22601	76355
2284	22610	76342
2285	22619	76330
2286	22629	76318
2287	22638	76307
2288	22648	76296
2289	22657	76284
2290	22666	76270
2291	22677	76263
2292	22694	76277
2293	22712	76297
2294	22730	76314
2295	22743	76315
2296	22752	76301
2297	22761	76288
2298	22770	76275
2299	22780	76264
2300	22789	76253
2301	22799	76241
2302	22807	76227
2303	22817	76215
2304	22826	76204
2305	22835	76191
2306	22844	76179
2307	22854	76167
2308	22863	76157
2309	22873	76144
2310	22895	76176
2311	22910	76184
2312	22921	76176
2313	22931	76167
2314	22941	76156
2315	22950	76145
2316	22959	76132
2317	22968	76119
2318	22977	76105
2319	22986	76092
2320	22995	76079
2321	23004	76066
2322	23013	76053
2323	23022	76040
2324	23031	76027
2325	23040	76014
2326	23049	76003
2327	23059	75991
2328	23069	75982
2329	23078	75970
2330	23088	75959
2331	23098	75950
2332	23108	75941
2333	23118	75932
2334	23127	75919
2335	23136	75907
2336	23146	75895
2337	23155	75884
2338	23165	75873
2339	23174	75861
2340	23183	75849
2341	23192	75837
2342	23202	75827
2343	23212	75816
2344	23223	75811
2345	23232	75797
2346	23241	75786
2347	23251	75775
2348	23260	75762
2349	23269	75749
2350	23278	75735
2351	23287	75723
2352	23296	75712
2353	23306	75701
2354	23316	75690
2355	23325	75678
2356	23335	75668
2357	23344	75656
2358	23354	75647
2359	23365	75641
2360	23376	75633
2361	23385	75622
2362	23395	75613
2363	23406	75604
2364	23416	75597
2365	23426	75587
2366	23435	75574
2367	23445	75562
2368	23454	75551
2369	23463	75538
2370	23472	75525
2371	23481	75511
2372	23490	75501
2373	23499	75489
2374	23509	75476
2375	23518	75463
2376	23527	75450
2377	23536	75439
2378	23546	75429
2379	23555	75417
2380	23564	75405
2381	23576	75400
2382	23593	75413
2383	23604	75406
2384	23614	75397
2385	23624	75388
2386	23634	75378
2387	23643	75367
2388	23652	75352
2389	23661	75342
2390	23671	75330
2391	23680	75318
2392	23689	75306
2393	23698	75292
2394	23707	75280
2395	23716	75268
2396	23725	75254
2397	23735	75246
2398	23745	75233
2399	23754	75223
2400	23763	75210
2401	23772	75197
2402	23783	75190
2403	23793	75180
2404	23803	75170
2405	23813	75160
2406	23822	75148
2407	23831	75136
2408	23840	75124
2409	23850	75113
2410	23859	75102
2411	23869	75090
2412	23878	75079
2413	23888	75069
2414	23917	75118
2415	23926	75108
2416	23936	75095
2417	23944	75082
2418	23953	75069
2419	23962	75056
2420	23971	75044
2421	23981	75032
2422	23990	75021
2423	23999	75008
2424	24009	74998
2425	24019	74987
2426	24028	74975
2427	24039	74970
2428	24056	74982
2429	24068	74978
2430	24077	74967
2431	24087	74956
2432	24097	74945
2433	24106	74934
2434	24119	74933
2435	24132	74933
2436	24141	74921
2437	24151	74911
2438	24161	74901
2439	24172	74893
2440	24182	74884
2441	24192	74874
2442	24201	74862
2443	24211	74855
2444	24222	74845
2445	24231	74835
2446	24241	74825
2447	24252	74817
2448	24265	74818
2449	24277	74812
2450	24287	74803
2451	24297	74794
2452	24306	74783
2453	24316	74772
2454	24326	74761
2455	24335	74750
2456	24344	74738
2457	24353	74725
2458	24363	74714
2459	24372	74702
2460	24380	74686
2461	24389	74673
2462	24398	74660
2463	24407	74649
2464	24416	74636
2465	24426	74625
2466	24435	74613
2467	24445	74603
2468	24454	74590
2469	24465	74583
2470	24475	74576
2471	24484	74564
2472	24494	74554
2473	24504	74542
2474	24514	74532
2475	24523	74522
2476	24533	74511
2477	24542	74498
2478	24551	74487
2479	24561	74475
2480	24569	74462
2481	24579	74452
2482	24588	74440
2483	24598	74428
2484	24607	74416
2485	24616	74403
2486	24625	74391
2487	24634	74379
2488	24643	74367
2489	24652	74353
2490	24661	74340
2491	24670	74329
2492	24679	74317
2493	24689	74304
2494	24698	74293
2495	24707	74281
2496	24717	74271
2497	24728	74264
2498	24739	74257
2499	24749	74248
2500	24759	74238
2501	24769	74228
2502	24779	74219
2503	24789	74209
2504	24799	74199
2505	24808	74186
2506	24817	74174
2507	24826	74162
2508	24835	74150
2509	24844	74139
2510	24854	74127
2511	24863	74115
2512	24872	74103
2513	24881	74090
2514	24891	74079
2515	24908	74092
2516	24928	74113
2517	24941	74110
2518	24960	74127
2519	24977	74139
2520	24991	74141
2521	25001	74131
2522	25009	74117
2523	25018	74105
2524	25027	74092
2525	25036	74079
2526	25046	74067
2527	25055	74055
2528	25064	74044
2529	25073	74032
2530	25083	74020
2531	25092	74008
2532	25101	73995
2533	25110	73983
2534	25120	73972
2535	25129	73961
2536	25138	73950
2537	25149	73942
2538	25167	73956
2539	25185	73970
2540	25198	73970
2541	25210	73964
2542	25219	73951
2543	25228	73938
2544	25236	73925
2545	25245	73912
2546	25255	73901
2547	25264	73889
2548	25273	73877
2549	25283	73866
2550	25292	73854
2551	25301	73842
2552	25311	73832
2553	25321	73822
2554	25330	73811
2555	25340	73799
2556	25350	73790
2557	25360	73781
2558	25369	73770
2559	25380	73762
2560	25390	73751
2561	25399	73741
2562	25409	73729
2563	25418	73719
2564	25429	73709
2565	25438	73699
2566	25448	73687
2567	25457	73675
2568	25466	73663
2569	25475	73651
2570	25485	73640
2571	25494	73628
2572	25503	73616
2573	25513	73605
2574	25522	73594
2575	25531	73581
2576	25540	73569
2577	25549	73557
2578	25559	73546
2579	25568	73533
2580	25577	73521
2581	25587	73511
2582	25597	73501
2583	25606	73489
2584	25616	73479
2585	25628	73474
2586	25646	73490
2587	25658	73484
2588	25668	73475
2589	25677	73464
2590	25688	73455
2591	25697	73444
2592	25706	73432
2593	25716	73420
2594	25725	73408
2595	25734	73396
2596	25743	73383
2597	25753	73373
2598	25762	73361
2599	25771	73348
2600	25780	73336
2601	25789	73324
2602	25799	73314
2603	25809	73304
2604	25818	73293
2605	25828	73282
2606	25837	73271
2607	25848	73264
2608	25859	73256
2609	25869	73248
2610	25880	73239
2611	25890	73229
2612	25900	73220
2613	25910	73210
2614	25938	73251
2615	25948	73243
2616	25957	73231
2617	25966	73218
2618	25975	73205
2619	25984	73194
2620	25993	73181
2621	26003	73170
2622	26012	73157
2623	26021	73146
2624	26030	73134
2625	26040	73122
2626	26049	73112
2627	26060	73103
2628	26070	73094
2629	26080	73084
2630	26090	73075
2631	26100	73064
2632	26110	73055
2633	26120	73045
2634	26130	73035
2635	26139	73023
2636	26148	73011
2637	26157	73000
2638	26167	72988
2639	26176	72976
2640	26185	72964
2641	26194	72953
2642	26203	72940
2643	26212	72928
2644	26222	72916
2645	26231	72906
2646	26241	72894
2647	26250	72882
2648	26259	72871
2649	26271	72867
2650	26287	72872
2651	26305	72885
2652	26323	72899
2653	26338	72903
2654	26347	72890
2655	26356	72878
2656	26365	72865
2657	26374	72852
2658	26384	72841
2659	26393	72829
2660	26403	72820
2661	26412	72806
2662	26421	72795
2663	26431	72784
2664	26440	72773
2665	26451	72766
2666	26461	72757
2667	26471	72747
2668	26484	72746
2669	26495	72739
2670	26505	72729
2671	26516	72720
2672	26526	72710
2673	26535	72699
2674	26545	72689
2675	26554	72678
2676	26563	72664
2677	26572	72651
2678	26581	72639
2679	26589	72625
2680	26599	72615
2681	26608	72604
2682	26617	72591
2683	26626	72578
2684	26635	72566
2685	26645	72554
2686	26654	72542
2687	26664	72532
2688	26673	72521
2689	26685	72518
2690	26698	72515
2691	26708	72505
2692	26718	72496
2693	26729	72488
2694	26739	72479
2695	26749	72469
2696	26758	72457
2697	26768	72447
2698	26778	72438
2699	26789	72429
2700	26799	72420
2701	26809	72411
2702	26818	72398
2703	26827	72386
2704	26837	72377
2705	26846	72365
2706	26856	72354
2707	26865	72342
2708	26874	72330
2709	26883	72318
2710	26893	72306
2711	26902	72295
2712	26911	72284
2713	27202	73027
2714	27231	73069
2715	27244	73065
2716	27254	73056
2717	27263	73044
2718	27273	73032
2719	27281	73019
2720	27290	73006
2721	27300	72994
2722	27308	72980
2723	27317	72968
2724	27327	72956
2725	27336	72943
2726	27346	72934
2727	27356	72923
2728	27366	72913
2729	27378	72907
2730	27388	72898
2731	27398	72888
2732	27408	72877
2733	27417	72865
2734	27427	72854
2735	27437	72844
2736	27447	72834
2737	27456	72823
2738	27467	72814
2739	27477	72804
2740	27486	72793
2741	27495	72780
2742	27505	72768
2743	27513	72755
2744	27522	72742
2745	27531	72729
2746	27541	72717
2747	27550	72705
2748	27559	72692
2749	27568	72681
2750	27578	72670
2751	27587	72658
2752	27597	72646
2753	27606	72634
2754	27615	72623
2755	27626	72615
2756	27641	72618
2757	27660	72631
2758	27678	72642
2759	27692	72642
2760	27701	72631
2761	27710	72618
2762	27719	72605
2763	27728	72592
2764	27737	72579
2765	27746	72566
2766	27755	72553
2767	27765	72542
2768	27774	72530
2769	27783	72518
2770	27792	72506
2771	27802	72494
2772	27811	72483
2773	27821	72472
2774	27832	72463
2775	27843	72456
2776	27854	72448
2777	27864	72439
2778	27875	72431
2779	27885	72421
2780	27895	72411
2781	27904	72399
2782	27913	72387
2783	27922	72374
2784	27931	72361
2785	27940	72348
2786	27949	72336
2787	27958	72323
2788	27968	72312
2789	27977	72299
2790	27986	72287
2791	27995	72274
2792	28004	72262
2793	28013	72250
2794	28023	72239
2795	28033	72228
2796	28042	72217
2797	28053	72209
2798	28072	72222
2799	28085	72220
2800	28095	72209
2801	28105	72199
2802	28114	72186
2803	28124	72176
2804	28132	72162
2805	28141	72149
2806	28151	72137
2807	28160	72126
2808	28169	72114
2809	28178	72101
2810	28187	72088
2811	28197	72077
2812	28206	72065
2813	28242	72120
2814	28254	72115
2815	28264	72107
2816	28275	72097
2817	28285	72088
2818	28294	72077
2819	28305	72067
2820	28314	72056
2821	28325	72047
2822	28333	72033
2823	28342	72020
2824	28351	72008
2825	28360	71995
2826	28370	71983
2827	28379	71971
2828	28387	71957
2829	28397	71945
2830	28406	71933
2831	28414	71920
2832	28424	71908
2833	28433	71897
2834	28443	71885
2835	28451	71871
2836	28462	71862
2837	28473	71856
2838	28488	71858
2839	28507	71870
2840	28524	71878
2841	28537	71875
2842	28546	71863
2843	28555	71851
2844	28565	71839
2845	28574	71828
2846	28583	71815
2847	28593	71803
2848	28601	71790
2849	28611	71778
2850	28620	71767
2851	28629	71755
2852	28639	71744
2853	28648	71732
2854	28658	71720
2855	28667	71707
2856	28677	71698
2857	28693	71702
2858	28710	71711
2859	28729	71722
2860	28739	71713
2861	28748	71700
2862	28757	71687
2863	28766	71674
2864	28774	71661
2865	28784	71648
2866	28793	71636
2867	28802	71623
2868	28810	71610
2869	28820	71599
2870	28829	71586
2871	28838	71574
2872	28847	71561
2873	28856	71549
2874	28866	71539
2875	28878	71532
2876	28888	71522
2877	28899	71515
2878	28909	71506
2879	28920	71497
2880	28931	71489
2881	28941	71479
2882	28951	71468
2883	28961	71459
2884	28970	71448
2885	28980	71435
2886	28989	71424
2887	28998	71411
2888	29007	71399
2889	29016	71387
2890	29026	71376
2891	29035	71364
2892	29045	71353
2893	29054	71340
2894	29063	71329
2895	29072	71316
2896	29082	71305
2897	29091	71294
2898	29102	71286
2899	29112	71275
2900	29122	71265
2901	29132	71254
2902	29142	71244
2903	29151	71233
2904	29161	71222
2905	29170	71210
2906	29180	71200
2907	29190	71188
2908	29200	71178
2909	29209	71166
2910	29220	71158
2911	29248	71191
2912	29260	71188
2913	29271	71179
2914	29281	71169
2915	29291	71159
2916	29301	71148
2917	29310	71137
2918	29320	71126
2919	29330	71116
2920	29339	71104
2921	29349	71093
2922	29359	71083
2923	29374	71086
2924	29385	71077
2925	29395	71066
2926	29404	71055
2927	29414	71043
2928	29423	71031
2929	29432	71020
2930	29442	71009
2931	29451	70997
2932	29460	70984
2933	29469	70971
2934	29478	70958
2935	29487	70946
2936	29496	70934
2937	29505	70921
2938	29514	70910
2939	29523	70897
2940	29532	70884
2941	29542	70873
2942	29552	70862
2943	29561	70850
2944	29571	70840
2945	29581	70830
2946	29591	70820
2947	29600	70808
2948	29610	70797
2949	29620	70787
2950	29630	70776
2951	29640	70766
2952	29650	70757
2953	29659	70746
2954	29669	70734
2955	29678	70721
2956	29687	70709
2957	29696	70697
2958	29705	70685
2959	29714	70673
2960	29724	70661
2961	29733	70649
2962	29742	70636
2963	29750	70623
2964	29760	70612
2965	29769	70600
2966	29779	70590
2967	29788	70577
2968	29799	70568
2969	29809	70558
2970	29819	70549
2971	29829	70539
2972	29839	70528
2973	29848	70517
2974	29858	70506
2975	29869	70497
2976	29878	70485
2977	29887	70474
2978	29896	70462
2979	29905	70449
2980	29915	70437
2981	29924	70425
2982	29933	70414
2983	29943	70403
2984	29952	70391
2985	29961	70378
2986	29971	70367
2987	29980	70355
2988	29989	70344
2989	29999	70332
2990	30008	70320
2991	30019	70314
2992	30030	70304
2993	30039	70293
2994	30049	70283
2995	30059	70272
2996	30069	70262
2997	30079	70252
2998	30088	70239
2999	30097	70226
3000	30106	70214
3001	30115	70203
3002	30124	70191
3003	30134	70179
3004	30143	70168
3005	30152	70155
3006	30161	70143
3007	30170	70131
3008	30180	70120
3009	30190	70109
3010	30199	70097
3011	30208	70085
3012	30218	70074
3013	30228	70064
3014	30253	70089
3015	30271	70098
3016	30282	70090
3017	30291	70079
3018	30301	70066
3019	30310	70055
3020	30319	70043
3021	30328	70030
3022	30337	70018
3023	30346	70006
3024	30355	69994
3025	30365	69983
3026	30374	69971
3027	30384	69959
3028	30393	69949
3029	30402	69936
3030	30412	69924
3031	30421	69912
3032	30431	69904
3033	30442	69894
3034	30452	69884
3035	30462	69874
3036	30472	69864
3037	30481	69853
3038	30491	69843
3039	30500	69830
3040	30510	69819
3041	30520	69809
3042	30529	69798
3043	30540	69789
3044	30549	69778
3045	30561	69772
3046	30570	69759
3047	30579	69746
3048	30589	69736
3049	30598	69724
3050	30607	69712
3051	30616	69699
3052	30625	69687
3053	30633	69673
3054	30643	69661
3055	30651	69648
3056	30660	69636
3057	30670	69624
3058	30679	69613
3059	30688	69600
3060	30699	69593
3061	30713	69592
3062	30724	69583
3063	30734	69574
3064	30744	69564
3065	30755	69556
3066	30765	69546
3067	30774	69534
3068	30784	69523
3069	30793	69511
3070	30803	69500
3071	30812	69487
3072	30821	69475
3073	30830	69464
3074	30839	69452
3075	30848	69439
3076	30858	69428
3077	30867	69416
3078	30876	69404
3079	30885	69392
3080	30894	69380
3081	30904	69369
3082	30914	69360
3083	30925	69350
3084	30935	69342
3085	30944	69329
3086	30954	69319
3087	30964	69308
3088	30973	69297
3089	30983	69287
3090	30993	69275
3091	31002	69265
3092	31012	69253
3093	31021	69241
3094	31030	69229
3095	31040	69218
3096	31048	69206
3097	31058	69194
3098	31067	69181
3099	31076	69169
3100	31084	69156
3101	31093	69144
3102	31102	69131
3103	31112	69121
3104	31122	69109
3105	31132	69100
3106	31141	69089
3107	31152	69081
3108	31163	69073
3109	31173	69062
3110	31182	69051
3111	31192	69041
3112	31202	69030
3113	31212	69019
3114	31221	69008
3115	31230	68995
3116	31239	68983
3117	31248	68970
3118	31281	69010
3119	31291	69001
3120	31300	68989
3121	31310	68978
3122	31319	68967
3123	31329	68956
3124	31338	68945
3125	31348	68934
3126	31359	68926
3127	31370	68918
3128	31380	68909
3129	31390	68899
3130	31400	68889
3131	31410	68878
3132	31420	68868
3133	31429	68856
3134	31438	68844
3135	31447	68832
3136	31457	68821
3137	31467	68810
3138	31476	68798
3139	31485	68786
3140	31494	68774
3141	31503	68762
3142	31512	68750
3143	31522	68739
3144	31531	68727
3145	31541	68717
3146	31550	68705
3147	31561	68696
3148	31570	68685
3149	31580	68675
3150	31589	68663
3151	31599	68653
3152	31609	68642
3153	31618	68631
3154	31628	68621
3155	31638	68609
3156	31647	68598
3157	31657	68588
3158	31666	68576
3159	31677	68566
3160	31686	68555
3161	31695	68543
3162	31704	68531
3163	31714	68519
3164	31723	68507
3165	31732	68495
3166	31741	68483
3167	31750	68472
3168	31760	68460
3169	31768	68448
3170	31778	68437
3171	31788	68426
3172	31797	68415
3173	31807	68404
3174	31820	68400
3175	31834	68400
3176	31845	68391
3177	31857	68385
3178	31867	68377
3179	31877	68367
3180	31888	68358
3181	31899	68349
3182	31909	68339
3183	31918	68328
3184	31927	68316
3185	31936	68304
3186	31946	68292
3187	31954	68279
3188	31963	68267
3189	31972	68254
3190	31981	68242
3191	31990	68231
3192	32000	68219
3193	32009	68208
3194	32019	68197
3195	32028	68186
3196	32039	68177
3197	32050	68170
3198	32061	68161
3199	32071	68152
3200	32081	68142
3201	32091	68130
3202	32100	68120
3203	32111	68110
3204	32120	68098
3205	32128	68085
3206	32137	68073
3207	32146	68061
3208	32155	68048
3209	32164	68035
3210	32173	68024
3211	32182	68013
3212	32192	68001
3213	32200	67988
3214	32210	67976
3215	32219	67964
3216	32229	67954
3217	32238	67943
3218	32248	67932
3219	32258	67922
3220	32295	67970
3221	32307	67963
3222	32317	67954
3223	32326	67941
