iter	Logloss
130	0.5839136312
131	0.58372513
132	0.583435297
133	0.5831920234
134	0.5829248797
135	0.5826478433
136	0.5824001402
137	0.5821589318
138	0.5819919813
139	0.5817638701
140	0.5814768935
141	0.581272813
142	0.5810492726
143	0.5808261774
144	0.5806262197
145	0.5804656806
146	0.5802784665
147	0.5801015712
148	0.5798890823
149	0.5796977491
150	0.5794569269
151	0.5792159738
152	0.5790554836
153	0.5788743359
154	0.5786700793
155	0.5784982862
156	0.5782282814
157	0.5780753811
158	0.5778902723
159	0.5777134529
160	0.5775578382
161	0.577297286
162	0.5771085708
163	0.5769317702
164	0.5766878649
165	0.5764455454
166	0.5762476626
167	0.5759924878
168	0.5757896022
169	0.5755178757
170	0.5753296745
171	0.5751880111
172	0.5750080163
173	0.5748078141
174	0.5745905183
175	0.5743971004
176	0.5742081669
177	0.5739643708
178	0.573801011
179	0.5736776308
180	0.5734538434
181	0.5732279109
182	0.5730640445
183	0.5729371744
184	0.5727412804
185	0.572604088
186	0.572423474
187	0.5721947977
188	0.5720322509
189	0.5718349603
190	0.5716190417
191	0.5714445081
192	0.5712346969
193	0.5711006701
194	0.5709364765
195	0.5707429064
196	0.570551655
197	0.5703526814
198	0.57018666
199	0.5700313016
200	0.5698360952
201	0.5696552677
202	0.5695163666
203	0.5694033553
204	0.5692474281
205	0.5690827833
206	0.5688333391
207	0.5687169975
208	0.5685764904
209	0.5684651645
210	0.5683084268
211	0.5681666978
212	0.5680549935
213	0.5679234234
214	0.5677429837
215	0.5675630186
216	0.5673501024
217	0.5672071557
218	0.5669928549
219	0.5668439519
220	0.5666842348
221	0.5665577696
222	0.5663761026
223	0.5662403271
224	0.5660879482
225	0.5659738726
226	0.5658010919
227	0.565616027
228	0.5654302325
229	0.5652249468
230	0.5650848114
231	0.5649606095
232	0.5647861833
233	0.5646224539
234	0.5644747052
235	0.5643288031
236	0.5641962932
237	0.5640644539
238	0.5639119376
239	0.5637562919
240	0.5636335872
241	0.5634651937
242	0.5632841592
243	0.5631434456
244	0.5629791572
245	0.5628710619
246	0.5627338861
247	0.562567541
248	0.5624696204
249	0.562343343
250	0.5622130524
251	0.562067787
252	0.561953807
253	0.5618361847
254	0.5617064523
255	0.5615724229
256	0.5614098893
257	0.5612823924
258	0.5611464911
259	0.5610204569
260	0.5608846735
261	0.5607600878
262	0.5606444477
263	0.5605223811
264	0.5604161206
265	0.560317071
266	0.5601456135
267	0.5600138435
268	0.5598870333
269	0.5597403143
270	0.5596096605
271	0.5594728839
272	0.5593129364
273	0.5591681396
274	0.5590853478
275	0.5589393611
276	0.5588214169
277	0.5586766608
278	0.5585393533
279	0.5583995667
280	0.5582937771
281	0.5581825224
282	0.5580244525
283	0.5578633916
284	0.5577562142
285	0.5576629212
286	0.5575221401
287	0.5574275579
288	0.5572864612
289	0.5571815152
290	0.5570711557
291	0.5569420248
292	0.5568260522
293	0.5566953692
294	0.5565133403
295	0.5563738281
296	0.5562620649
297	0.5561060569
298	0.5559929723
299	0.5558862292
300	0.5557518941
301	0.5556377801
302	0.5555185907
303	0.5554068845
304	0.555264341
305	0.5551615699
306	0.5550366283
307	0.5549075276
308	0.5547602939
309	0.5546444118
310	0.554530786
311	0.554415957
312	0.5543106001
313	0.554171245
314	0.5540149105
315	0.5538937778
316	0.5537145196
317	0.5536195418
318	0.5535119848
319	0.5533576172
320	0.5532066576
321	0.5530930949
322	0.5529977955
323	0.5528733567
324	0.5527417248
325	0.5526363663
326	0.552542996
327	0.5524101777
328	0.5522941462
329	0.5521760845
330	0.552062305
331	0.5519285692
332	0.5517811453
333	0.5517002038
334	0.5516061053
335	0.5515029184
336	0.5513480623
337	0.5512538308
338	0.5511274825
339	0.5510029489
340	0.550903706
341	0.5507766529
342	0.5506346757
343	0.550482417
344	0.5503497216
345	0.5502019928
346	0.5500800597
347	0.5499553047
348	0.5497709603
349	0.5496263664
350	0.5494689188
351	0.5493550432
352	0.5492239999
353	0.54909347
354	0.5490087902
355	0.548917428
356	0.5487776173
357	0.5486662485
358	0.5485445738
359	0.5484140663
360	0.5483192185
361	0.5481710207
362	0.5480712221
363	0.5479627408
364	0.5478258257
365	0.5477356171
366	0.5475979599
367	0.5474421618
368	0.5473310532
369	0.547215996
370	0.5471073268
371	0.5470187208
372	0.5469192374
373	0.5468162578
374	0.5467229691
375	0.5466010755
376	0.5464806756
377	0.5463747524
378	0.5462680262
379	0.5461394347
380	0.5460692847
381	0.5459696879
382	0.545898694
383	0.5457762837
384	0.545707512
385	0.5456256796
386	0.5455543751
387	0.5454417037
388	0.5453330521
389	0.5452532615
390	0.5451486059
391	0.5450069375
392	0.5448508895
393	0.5447449849
394	0.5446274188
395	0.5445304023
396	0.5444180186
397	0.5443316376
398	0.5442239547
399	0.5440983177
400	0.5440037768
401	0.543919328
402	0.5438102042
403	0.5436936011
404	0.5435740115
405	0.5434639872
406	0.5433351423
407	0.5432323573
408	0.543116672
409	0.5430148761
410	0.5429347635
411	0.5428311274
412	0.5427309613
413	0.5426410466
414	0.542566481
415	0.5424718402
416	0.5423509031
417	0.5422297489
418	0.5421224141
419	0.5420143766
420	0.5419238762
421	0.5417833223
422	0.541685342
423	0.5416031458
424	0.5414912937
425	0.5413996522
426	0.54129471
427	0.5411766874
428	0.5410938675
429	0.5409895899
430	0.5408889271
431	0.5407836427
432	0.5406815552
433	0.5406055917
434	0.5405003264
435	0.5404166199
436	0.5403205793
437	0.5402303833
438	0.5401330796
439	0.5400023353
440	0.5399240715
441	0.5398347288
442	0.5397370527
443	0.5396182099
444	0.539516479
445	0.5394382402
446	0.539358729
447	0.5392350585
448	0.5391246419
449	0.539006204
450	0.538922627
451	0.5388203993
452	0.5387283679
453	0.5386310672
454	0.5385428278
455	0.538468208
456	0.5383938974
457	0.5382950122
458	0.5382009693
459	0.5381122349
460	0.538010564
461	0.5379272088
462	0.5378404546
463	0.5377390901
464	0.5376657473
465	0.5375746221
466	0.5375131663
467	0.5374409723
468	0.5373457795
469	0.5372371361
470	0.5371459782
471	0.537036857
472	0.536929393
473	0.5368243702
474	0.5367215123
475	0.5366268071
476	0.5365144055
477	0.5364274175
478	0.5363550474
479	0.5362715397
480	0.5361886864
481	0.5360890613
482	0.5360356639
483	0.5359537649
484	0.5358656339
485	0.5357750032
486	0.5356842858
487	0.5355835609
488	0.5355129836
489	0.5354327587
490	0.535363649
491	0.5352615475
492	0.5351610097
493	0.5350736431
494	0.5349297598
495	0.5348324692
496	0.5347366319
497	0.5346796691
498	0.5345776583
499	0.5344815105
500	0.5343751853
501	0.5343014429
502	0.5342038127
503	0.5340850142
504	0.5340114304
505	0.5339429905
506	0.5338364947
507	0.5337406086
508	0.533637479
509	0.5335628396
510	0.5334587397
511	0.5333816421
512	0.5333059354
513	0.533236795
514	0.5331491195
515	0.5330636069
516	0.5329938688
517	0.532885703
518	0.5327997107
519	0.5327445542
520	0.532638359
521	0.5325420945
522	0.5324521498
523	0.532377862
524	0.5323304924
525	0.53221861
526	0.5321315616
527	0.5320496125
528	0.5319667936
529	0.5318352746
530	0.5317587495
531	0.531651572
532	0.531562455
533	0.5314613521
534	0.5314015598
535	0.531326183
536	0.5312280398
537	0.5311197273
538	0.5310440069
539	0.530978425
540	0.5308700268
541	0.5307888699
542	0.5306840414
543	0.5306041349
544	0.530533141
545	0.5304463422
546	0.5303515275
547	0.5302851784
548	0.5302039074
549	0.5301296998
550	0.5300455269
551	0.5299346897
552	0.5298198934
553	0.5297642875
554	0.5296924343
555	0.5296160052
556	0.5295154992
557	0.529425593
558	0.5293087663
559	0.5292355185
560	0.5291659715
561	0.5290881168
562	0.5289947785
563	0.528909974
564	0.5288468838
565	0.528777762
566	0.5286982584
567	0.5285882555
568	0.528521868
569	0.528449822
570	0.5283806988
571	0.5283090827
572	0.528231835
573	0.52814563
574	0.5280649518
575	0.5279827486
576	0.5278848242
577	0.5277742254
578	0.5276990842
579	0.5276207095
580	0.5275415798
581	0.5274176024
582	0.527324824
583	0.5272386628
584	0.5271303506
585	0.5270466559
586	0.5269610388
587	0.5268681345
588	0.5268117941
589	0.5267123709
590	0.5266755245
591	0.5265671595
592	0.5264557933
593	0.5263746769
594	0.5263050963
595	0.5262315574
596	0.5261334392
597	0.5260322574
598	0.5259619494
599	0.5258741881
600	0.5258035763
601	0.5257176306
602	0.5256281476
603	0.5255382539
604	0.5254855538
605	0.5253754332
606	0.5252523007
607	0.5251898422
608	0.5251163637
609	0.5250284163
610	0.5249698442
611	0.5248729168
612	0.5248057596
613	0.5247527943
614	0.5246561396
615	0.524587274
616	0.5245078257
617	0.524403481
618	0.5243336072
619	0.5242759923
620	0.5241970538
621	0.5240924012
622	0.5240071255
623	0.5239286794
624	0.5238466786
625	0.5237740431
626	0.5237106211
627	0.5236185081
628	0.523557926
629	0.5234807119
630	0.5233898475
631	0.5233033936
632	0.523218276
633	0.5231383262
634	0.5230630059
635	0.5229989448
636	0.5229288703
637	0.5228642522
638	0.5228085829
639	0.5227150966
640	0.5226530986
641	0.5225910629
642	0.5225007293
643	0.5224030994
644	0.5223244459
645	0.5222459533
646	0.5221713715
647	0.5220398578
648	0.5219661845
649	0.5218713003
650	0.5217641575
651	0.5216613548
652	0.5215770027
653	0.5215194314
654	0.521452922
655	0.5213735481
656	0.5212874658
657	0.5212093881
658	0.5211392725
659	0.5210841034
660	0.5209978767
661	0.5209105982
662	0.5208294287
663	0.5207539506
664	0.5206482523
665	0.5205536633
666	0.5204941074
667	0.5203885857
668	0.5203222294
669	0.5202570922
670	0.5201786776
671	0.5201047498
672	0.5200180732
673	0.5199309968
674	0.5198737007
675	0.5198179715
676	0.5197300288
677	0.5196523097
678	0.5195796063
679	0.5194809932
680	0.5194010599
681	0.519330306
682	0.5192719057
683	0.5191735868
684	0.5191089641
685	0.5190289054
686	0.518965575
687	0.5188769112
688	0.5187719188
689	0.5186876608
690	0.5186219298
691	0.5185439247
692	0.5184738961
693	0.5183991122
694	0.5183386639
695	0.5182738018
696	0.5182228103
697	0.5181486857
698	0.5180765025
699	0.5179990811
700	0.5179274827
701	0.517845578
702	0.5177482618
703	0.5176693289
704	0.5176066324
705	0.5175295199
706	0.5174370675
707	0.5173573816
708	0.5172729719
709	0.5172152071
710	0.5171294511
711	0.5170295765
712	0.5169743673
713	0.5169313144
714	0.5168776237
715	0.5167990002
716	0.5167256264
717	0.5166541098
718	0.5165917057
719	0.5165085082
720	0.5164247785
721	0.5163465964
722	0.516277096
723	0.5162121182
724	0.5161409489
725	0.5160544817
726	0.5159684014
727	0.5158848458
728	0.5158127006
729	0.515699322
730	0.515621796
731	0.5155726338
732	0.5155281598
733	0.5154515428
734	0.5153790579
735	0.5153123173
736	0.5152449016
737	0.5151709484
738	0.515099615
739	0.5150142053
740	0.51494379
741	0.5148898642
742	0.5148047068
743	0.5147125828
744	0.5146298087
745	0.5145349564
746	0.5144933134
747	0.5143979666
748	0.5143197598
749	0.5142703481
750	0.5141859629
751	0.5141147217
752	0.5140656672
753	0.5139810767
754	0.5138936407
755	0.5137985038
756	0.5137225478
757	0.5136707984
758	0.5136003058
759	0.5135042816
760	0.5134143877
761	0.5133402023
762	0.5132830809
763	0.5132275868
764	0.5131659688
765	0.5130889989
766	0.5130017847
767	0.5129352394
768	0.5128297947
769	0.5127477698
770	0.512659603
771	0.5125657301
772	0.5125215166
773	0.5124657248
774	0.5124032885
775	0.5123286866
776	0.5122819897
777	0.5121976616
778	0.5121388077
779	0.5120462272
780	0.5119714381
781	0.5119011235
782	0.5118192786
783	0.5117659722
784	0.5117126034
785	0.5116481296
786	0.5115461686
787	0.5114936812
788	0.5114111322
789	0.5113511626
790	0.511262719
791	0.5111851667
792	0.5111261293
793	0.5110725226
794	0.5109916522
795	0.5109253968
796	0.5108383914
797	0.5107632666
798	0.510715912
799	0.5106462594
800	0.51059168
801	0.5105388952
802	0.5104834923
803	0.5104309305
804	0.5103713151
805	0.5103131195
806	0.5102569091
807	0.5101977455
808	0.5101104045
809	0.5100446396
810	0.5100067181
811	0.5099417202
812	0.5098813352
813	0.5098207892
814	0.5097547446
815	0.5096734684
816	0.5095837299
817	0.5095022399
818	0.5094452844
819	0.5093883385
820	0.5093203908
821	0.5092497134
822	0.5091821123
823	0.5091109961
824	0.5090586698
825	0.5090107678
826	0.5089424771
827	0.508873065
828	0.5088199893
829	0.5087453123
830	0.5086830773
831	0.5086018743
832	0.5085264514
833	0.5084698807
834	0.508403956
835	0.5083181677
836	0.5082597512
837	0.5081921502
838	0.508130184
839	0.5080629246
840	0.5080224079
841	0.5079393519
842	0.5078839576
843	0.5078322744
844	0.5077382028
845	0.5076887808
846	0.5076190979
847	0.5075622561
848	0.5074823389
849	0.5074076251
850	0.5073504154
851	0.5072642445
852	0.5072167614
853	0.5071726926
854	0.5070961621
855	0.5070416672
856	0.5069757004
857	0.5069131031
858	0.5068647704
859	0.5068189999
860	0.5067459687
861	0.5066869112
862	0.5066375526
863	0.5065867994
864	0.506511489
865	0.5064331522
866	0.5063689313
867	0.5062893955
868	0.5062284541
869	0.5061531247
870	0.5060987535
871	0.5060421593
872	0.5059740516
873	0.5059113196
874	0.5058462973
875	0.5057736857
876	0.505703529
877	0.5056603254
878	0.5055719612
879	0.5055112105
880	0.5054465999
881	0.5053800159
882	0.5053293778
883	0.5052759682
884	0.5052183766
885	0.5051592646
886	0.50510447
887	0.505011017
888	0.5049538437
889	0.5048788676
890	0.5048404636
891	0.5047713533
892	0.504707481
893	0.5046327677
894	0.5045880091
895	0.504531868
896	0.5044620661
897	0.5043872726
898	0.5043360704
899	0.5042858561
900	0.5042165739
901	0.5041500186
902	0.5041021053
903	0.5040381846
904	0.5039684914
905	0.5038920028
906	0.5038328001
907	0.5037915243
908	0.5037441853
909	0.5036804672
910	0.5036314163
911	0.5035667883
912	0.5035125578
913	0.5034354057
914	0.5033743052
915	0.5032970077
916	0.5032524825
917	0.5031898744
918	0.5031078765
919	0.5030285551
920	0.5029778301
921	0.5029323659
922	0.5028596924
923	0.5028059453
924	0.5027412461
925	0.5026880687
926	0.5026338774
927	0.5025610661
928	0.5024985412
929	0.5024399488
930	0.5023555539
931	0.5022889123
932	0.5022146891
933	0.5021549407
934	0.5020989732
935	0.5020227571
936	0.5019647194
937	0.5019045914
938	0.5018520353
939	0.5017915032
940	0.501741984
941	0.5017039686
942	0.5016322388
943	0.5015639736
944	0.5014936253
945	0.5014241184
946	0.5013547292
947	0.5012857191
948	0.5012133607
949	0.5011352643
950	0.5010617772
951	0.5010075395
952	0.5009413685
953	0.5008673874
954	0.5008037837
955	0.500751481
956	0.5006878492
957	0.5006279515
958	0.5005811382
959	0.5005133031
960	0.5004531376
961	0.5004082479
962	0.5003517339
963	0.5002983218
964	0.500227161
965	0.5001794648
966	0.5001056247
967	0.5000457518
968	0.4999946126
969	0.499918293
970	0.4998562698
971	0.4998069048
972	0.4997470732
973	0.4996737153
974	0.4996228128
975	0.4995778209
976	0.4995107811
977	0.4994500281
978	0.4993807897
979	0.4993000095
980	0.4992426092
981	0.4991665419
982	0.4990855867
983	0.4990396307
984	0.4989862555
985	0.4989340332
986	0.4988802906
987	0.4988252027
988	0.4987630396
989	0.4986935016
990	0.4986223449
991	0.4985643752
992	0.4984853314
993	0.4984170012
994	0.4983532026
995	0.4982911223
996	0.4982308862
997	0.4981908484
998	0.4981260887
999	0.4980708252
1000	0.4979872623
1001	0.4979298857
1002	0.4978518855
1003	0.4977980082
1004	0.497729813
1005	0.4976585224
1006	0.4976014094
1007	0.4975465766
1008	0.4974805959
1009	0.4974115578
1010	0.4973491562
1011	0.4973009811
1012	0.4972634491
1013	0.4971912694
1014	0.4971292896
1015	0.4970778954
1016	0.4969991087
1017	0.4969432062
1018	0.4968879205
1019	0.4968377595
1020	0.4967910994
1021	0.496736371
1022	0.4966796201
1023	0.496613524
1024	0.4965430381
1025	0.4964826933
1026	0.4964372619
1027	0.4963888726
1028	0.4963460176
1029	0.4962895244
1030	0.4962229151
1031	0.4961740731
1032	0.4961215575
1033	0.4960615532
1034	0.4960074793
1035	0.4959703055
1036	0.4959288177
1037	0.4958641988
1038	0.4958039982
1039	0.4957396785
1040	0.4956979898
1041	0.4956404565
1042	0.4955964222
1043	0.4955272355
1044	0.4954525075
1045	0.4953852052
1046	0.4953357396
1047	0.4952727706
1048	0.4952168314
1049	0.4951702062
1050	0.4951198481
1051	0.4950695344
1052	0.4949992087
1053	0.4949357977
1054	0.4948826701
1055	0.4948235731
1056	0.4947583014
1057	0.4946761317
1058	0.4946040491
1059	0.49454351
1060	0.4944925125
1061	0.4944243615
1062	0.4943810705
1063	0.4943242326
1064	0.4942717524
1065	0.494202646
1066	0.4941419318
1067	0.4940669997
1068	0.4939871548
1069	0.4939119746
1070	0.4938533258
1071	0.4938026302
1072	0.4937538599
1073	0.4936969745
1074	0.4936515128
1075	0.4936085656
1076	0.4935446644
1077	0.493494724
1078	0.493440855
1079	0.4933668581
1080	0.4932930296
1081	0.4932428948
1082	0.4931948724
1083	0.4931438218
1084	0.4930718641
1085	0.4930325026
1086	0.4929892425
1087	0.4929376928
1088	0.4928946196
1089	0.492826074
1090	0.4927573545
1091	0.492697302
1092	0.492658035
1093	0.4925927638
1094	0.4925246811
1095	0.4924860731
1096	0.4924458181
1097	0.492380628
1098	0.4923174079
1099	0.4922545149
1100	0.4922023998
1101	0.4921535741
1102	0.4921017213
1103	0.4920508413
1104	0.4919800501
1105	0.4919343404
1106	0.4919043534
1107	0.4918466628
1108	0.4917824244
1109	0.4917301902
1110	0.4916704792
1111	0.4915976589
1112	0.4915514679
1113	0.4914991218
1114	0.4914346486
1115	0.4913697389
1116	0.4913059845
1117	0.4912526308
1118	0.4911944179
1119	0.4911205909
1120	0.4910499654
1121	0.4909871997
1122	0.4909310077
1123	0.4908672092
1124	0.4908108265
1125	0.4907636232
1126	0.4906932602
1127	0.4906195835
1128	0.4905607702
1129	0.4905211546
1130	0.4904815554
1131	0.4904348169
1132	0.4903777853
1133	0.490337135
1134	0.4903029722
1135	0.4902411461
1136	0.4901898284
1137	0.4901409438
1138	0.4900845379
1139	0.4900297973
1140	0.4899684117
1141	0.4899178866
1142	0.4898618203
1143	0.4898194611
1144	0.4897630924
1145	0.4897050652
1146	0.4896496365
1147	0.4895894712
1148	0.4895348309
1149	0.4894438557
1150	0.4893713572
1151	0.4893328609
1152	0.4892946878
1153	0.4892628604
1154	0.4892261306
1155	0.4891672882
1156	0.4891184816
1157	0.4890585701
1158	0.4890254435
1159	0.488975496
1160	0.4889058591
1161	0.4888419178
1162	0.4888022289
1163	0.4887578188
1164	0.488706804
1165	0.4886582267
1166	0.48861529
1167	0.4885528788
1168	0.4884840676
1169	0.4884368655
1170	0.4883768637
1171	0.4883261733
1172	0.4882779878
1173	0.488232235
1174	0.4881880078
1175	0.4881295164
1176	0.488063183
1177	0.4880301508
1178	0.4879725178
1179	0.4879246455
1180	0.4878878603
1181	0.4878516027
1182	0.4878112408
1183	0.4877672005
1184	0.4877401279
1185	0.4876977957
1186	0.4876352511
1187	0.487566772
1188	0.4875301894
1189	0.487464253
1190	0.487420133
1191	0.4873563377
1192	0.4873196166
1193	0.4872606066
1194	0.4872103489
1195	0.4871598745
1196	0.4871185915
1197	0.4870696465
1198	0.4870143673
1199	0.4869723598
1200	0.4869264446
1201	0.4868861322
1202	0.4868531599
1203	0.486809013
1204	0.4867385456
1205	0.4866914547
1206	0.4866212074
1207	0.4865546319
1208	0.4864954469
1209	0.4864410228
1210	0.4864032886
1211	0.4863330476
1212	0.4862689003
1213	0.4862281348
1214	0.4861884731
1215	0.4861308293
1216	0.4860854044
1217	0.4860442401
1218	0.4859996116
1219	0.4859350005
1220	0.4858837573
1221	0.485817415
1222	0.4857586725
1223	0.4856985053
1224	0.4856617096
1225	0.485611445
1226	0.4855774308
1227	0.4855305683
1228	0.4854706282
1229	0.4854074411
1230	0.4853808626
1231	0.4853275469
1232	0.4852699282
1233	0.4852103862
1234	0.4851599368
1235	0.4851209486
1236	0.4850535989
1237	0.4850056954
1238	0.4849357763
1239	0.484888123
1240	0.4848327378
1241	0.4847732539
1242	0.4847154936
1243	0.4846713204
1244	0.4846369571
1245	0.4845930775
1246	0.484537329
1247	0.4844804865
1248	0.4844230001
1249	0.4843740365
1250	0.4843079036
1251	0.4842384503
1252	0.4841859737
1253	0.4841177241
1254	0.4840610417
1255	0.4839943161
1256	0.483937734
1257	0.4838899228
1258	0.4838430405
1259	0.4837929548
1260	0.4837274321
1261	0.4836501538
1262	0.4835948104
1263	0.4835569549
1264	0.4835010675
1265	0.4834547677
1266	0.4833934186
1267	0.4833639533
1268	0.4832958039
1269	0.4832446624
1270	0.4831837969
1271	0.4831175441
1272	0.483059301
1273	0.4830045601
1274	0.4829694801
1275	0.4828905355
1276	0.4828436646
1277	0.4828023781
1278	0.4827479703
1279	0.4826923404
1280	0.4826346636
1281	0.4825776246
1282	0.4825269792
1283	0.4824727051
1284	0.4824109204
1285	0.4823512328
1286	0.4823040185
1287	0.482262587
1288	0.4822069082
1289	0.4821473846
1290	0.4821095277
1291	0.4820557802
1292	0.4820025025
1293	0.4819422155
1294	0.4818981172
1295	0.481860637
1296	0.4818031857
1297	0.4817558126
1298	0.4817065165
1299	0.4816605461
1300	0.4815944729
1301	0.4815435153
1302	0.4814688835
1303	0.4814336344
1304	0.4813999326
1305	0.4813452627
1306	0.4812759758
1307	0.4812367746
1308	0.4811871135
1309	0.4811419066
1310	0.4810792823
1311	0.4810409352
1312	0.4809714187
1313	0.4809082768
1314	0.4808590319
1315	0.4808072264
1316	0.4807482039
1317	0.4807154047
1318	0.4806758159
1319	0.4806406483
1320	0.4805925935
1321	0.4805426351
1322	0.4804911751
1323	0.4804330194
1324	0.4803690751
1325	0.480299542
1326	0.4802318329
1327	0.4801854337
1328	0.4801291279
1329	0.4800750522
1330	0.4800128925
1331	0.4799376539
1332	0.4798816653
1333	0.4798320685
1334	0.4797663324
1335	0.4797241982
1336	0.4796842492
1337	0.479604129
1338	0.4795620044
1339	0.4795096597
1340	0.4794575644
1341	0.4794129169
1342	0.4793495949
1343	0.4792988005
1344	0.4792328427
1345	0.4791805195
1346	0.4791288636
1347	0.4790614626
1348	0.4790335471
1349	0.4789767169
1350	0.4789156378
1351	0.4788525738
1352	0.4788002112
1353	0.4787564527
1354	0.478710433
1355	0.4786516122
1356	0.4786248494
1357	0.478564961
1358	0.4785107781
1359	0.478479485
1360	0.4784208439
1361	0.4783455205
1362	0.4782859594
1363	0.4782451323
1364	0.4782009268
1365	0.478161044
1366	0.4780942648
1367	0.4780489996
1368	0.4780022275
1369	0.4779663176
1370	0.4779285831
1371	0.477871532
1372	0.4778267924
1373	0.4777766541
1374	0.4777318293
1375	0.4776795419
1376	0.4776233618
1377	0.4775827219
1378	0.4775492444
1379	0.4775031835
1380	0.4774803503
1381	0.4774473095
1382	0.477393538
1383	0.477356119
1384	0.4772937513
1385	0.4772598291
1386	0.4772082131
1387	0.4771654818
1388	0.4771169575
1389	0.4770595182
1390	0.4770081236
1391	0.4769523612
1392	0.4769037842
1393	0.4768731714
1394	0.4768134628
1395	0.4767645829
1396	0.476720216
1397	0.4766736276
1398	0.4766059472
1399	0.4765636632
1400	0.4765061121
1401	0.476461173
1402	0.476422257
1403	0.47637894
1404	0.4763425796
1405	0.476294621
1406	0.4762400247
1407	0.4761818798
1408	0.4761325608
1409	0.4760819191
1410	0.4760225082
1411	0.4759911817
1412	0.4759315877
1413	0.4758991614
1414	0.4758508398
1415	0.4758017467
1416	0.4757475201
1417	0.4757058582
1418	0.4756596376
1419	0.4755879748
1420	0.4755371553
1421	0.475486388
1422	0.4754452754
1423	0.4753980652
1424	0.475340945
1425	0.4753036612
1426	0.4752488456
1427	0.4751931824
1428	0.4751430677
1429	0.4751002076
1430	0.4750496913
1431	0.4750124493
1432	0.4749568864
1433	0.4749308923
1434	0.474870045
1435	0.4748135732
1436	0.474775761
1437	0.4747158621
1438	0.4746784127
1439	0.4746441031
1440	0.474589886
1441	0.4745501367
1442	0.4745068957
1443	0.4744648487
1444	0.4744087938
1445	0.4743527329
1446	0.4743201142
1447	0.4742766736
1448	0.4742302641
1449	0.4741867371
1450	0.4741198318
1451	0.4740677691
1452	0.4740272971
1453	0.4739947205
1454	0.4739542836
1455	0.4738994725
1456	0.4738542569
1457	0.4737971435
1458	0.4737420243
1459	0.4736942557
1460	0.4736293942
1461	0.4736055124
1462	0.4735361686
1463	0.4734892275
1464	0.4734561738
1465	0.4733981483
1466	0.4733603253
1467	0.4732955229
1468	0.4732589857
1469	0.4732256885
1470	0.4731610799
1471	0.4731116556
1472	0.4730560899
1473	0.4729998052
1474	0.4729499331
1475	0.4729027129
1476	0.4728657489
1477	0.47281356
1478	0.4727794762
1479	0.4727247561
1480	0.4726920838
1481	0.4726444643
1482	0.4725980505
1483	0.4725417477
1484	0.4724903118
1485	0.4724288011
1486	0.4723837553
1487	0.472338526
1488	0.472278146
1489	0.4722345431
1490	0.4722111621
1491	0.4721615862
1492	0.4721326616
1493	0.4720721675
1494	0.4720174603
1495	0.4719541749
1496	0.4719105174
1497	0.4718514838
1498	0.4718207332
1499	0.4717696036
1500	0.4717340428
1501	0.471682761
1502	0.4716334067
1503	0.4715874028
1504	0.4715330203
1505	0.47147119
1506	0.4714178001
1507	0.4713732756
1508	0.4713364881
1509	0.4713104938
1510	0.4712575141
1511	0.4712133255
1512	0.4711740381
1513	0.4711275434
